;Model;NSamples;OutOfBag;KFold_tr_samples;KFold_vl_samples;Variable;Fold_nr;ExplVar;Max_err;Mean_abs_Err;Mean_sqr_err;Median_abs_err;r2;MAPE;ModelName
147;MTN;1850;185;1499;166;cab;10;0,999136697847158;4,972940064767201;0,6862376325737023;1,127616784679738;0,44513062827390826;0,999133889937943;1,073771728220016;Not saved
148;ANN;1850;185;1499;166;cw;10;0,9964206556728757;0,0010662401075519391;0,00010153938854256583;2,1027579176359714e-08;8,03422475298978e-05;0,9963177786187978;2,0504466600965303;Not saved
149;RFR;1850;185;1499;166;cw;10;0,005249251713779546;0,004657316244450284;0,002018588389313884;5,684193040446529e-06;0,0019545816012823936;0,00461879264046372;43,763571730049804;Not saved
150;GPR;1850;185;1499;166;cw;10;0,9999948753637096;3,251637533769648e-05;3,2947746261676056e-06;2,945223480297875e-11;1,8151841788076849e-06;0,9999948425043222;0,06314248132938803;Not saved
151;MTN;1850;185;1499;166;cw;10;0,9964588550745345;0,0008366888835139343;9,663073790272756e-05;2,0945373213617537e-08;6,02587635711721e-05;0,9963321740254745;1,9723289416311285;Not saved
152;ANN;1850;185;1499;166;cm;10;0,9920158734344192;0,00094142035614014;0,00012801737363461234;4,147630161419202e-08;8,116682418063859e-05;0,9920126827175436;2,883629701674851;Not saved
153;RFR;1850;185;1499;166;cm;10;0,1257136067572946;0,004341361824599207;0,0018543824883356331;4,564144682932979e-06;0,0016850382026135516;0,12105780200161087;43,30025355354953;Not saved
154;GPR;1850;185;1499;166;cm;10;0,9999933839993977;3,132485932876277e-05;3,6955274340247243e-06;3,435800987981542e-11;2,068530211275961e-06;0,9999933834909231;0,07989352985491201;Not saved
155;MTN;1850;185;1499;166;cm;10;0,992973010443754;0,0008929863468699652;0,0001582650533760096;4,519097423202856e-08;0,00012168196346789705;0,9912973279813595;3,567210468182077;Not saved
156;ANN;1850;185;1499;166;lai;10;0,9911939752237655;1,115625597533704;0,21471140225997368;0,08376131522924703;0,14933217780347907;0,9899346998003751;5,772167159887732;Not saved
157;RFR;1850;185;1499;166;lai;10;0,9488743306872545;2,6071516870383844;0,4199854522282024;0,426481313228147;0,20572144344528986;0,948751253064461;13,526225974832007;Not saved
158;GPR;1850;185;1499;166;lai;10;0,9999946017283351;0,03703848317814895;0,004663876451758156;4,492811198870154e-05;0,003276400768810639;0,9999946011481156;0,13178561523195706;Not saved
159;MTN;1850;185;1499;166;lai;10;0,9958467324018301;0,762460313303194;0,1569146310748991;0,045301590418666327;0,10658162189745513;0,9945562685371359;3,2954459254550095;Not saved
160;ANN;2100;210;1701;189;cab;1;0,9990675931984241;5,285343834635356;0,9435049682945253;1,5235893276319765;0,8090345862186012;0,998776472306946;2,065773490274388;Not saved
161;RFR;2100;210;1701;189;cab;1;0,9980873238332258;11,48275619382963;0,8566343252743669;2,3839979147865797;0,5243061267193241;0,9980855159484099;1,2690410630944937;Not saved
162;GPR;2100;210;1701;189;cab;1;0,9999990673451844;0,28590924017345287;0,019947612426663784;0,0011679564212842932;0,011807382381430642;0,9999990620654793;0,03723879053491103;Not saved
163;MTN;2100;210;1701;189;cab;1;0,9994488024334193;3,8136736017370794;0,7161718105348701;0,8335904344635797;0,6422377640491845;0,9993305801223902;1,2978206402688586;Not saved
164;ANN;2100;210;1701;189;cw;1;0,9958908266886809;0,0007649010705261701;0,00011588578811021407;2,653421426884495e-08;7,914266226737021e-05;0,995091271931026;2,2849885420607547;Not saved
165;RFR;2100;210;1701;189;cw;1;0,05401402095228913;0,0045295768589634095;0,001934869110401675;5,1321183812929515e-06;0,001829385772529342;0,05057774478252808;44,63962365384179;Not saved
166;GPR;2100;210;1701;189;cw;1;0,9999947330475851;3,979376669522791e-05;3,3080486304578462e-06;2,8675411850332873e-11;2,076984056595052e-06;0,9999946951585748;0,06620881263434311;Not saved
167;MTN;2100;210;1701;189;cw;1;0,998068722147282;0,0003784374313174736;8,04619076960893e-05;1,1437504432201392e-08;6,334357966905884e-05;0,9978841054618571;1,5489670942081224;Not saved
168;ANN;2100;210;1701;189;cm;1;0,9968732549999946;0,0004693139806459818;0,00010121430999970162;1,8718827784674886e-08;7,546454130267881e-05;0,9968584335791795;2,2183029510551595;Not saved
169;RFR;2100;210;1701;189;cm;1;0,21071238409937854;0,004756584736891421;0,0019006165917336566;4,7360386188486094e-06;0,0018913703181458472;0,20515429364306093;40,24997257024261;Not saved
170;GPR;2100;210;1701;189;cm;1;0,9999938704914643;4,180422144208981e-05;3,864861173328792e-06;3,710750323651635e-11;2,5919851064353655e-06;0,9999937722763695;0,07471905103696354;Not saved
171;MTN;2100;210;1701;189;cm;1;0,9972609335993742;0,0006400019663145543;0,00014290459830136723;2,995021811079015e-08;0,00013276709144597297;0,9949734780085888;2,8853618800700866;Not saved
172;ANN;2100;210;1701;189;lai;1;0,9906942264098549;0,9699170790231761;0,21105674078564501;0,0786383038049378;0,15937599222065302;0,9906063844952967;4,905592515806596;Not saved
173;RFR;2100;210;1701;189;lai;1;0,9607777445509921;2,6650131149403293;0,3701446667443657;0,3297025695475218;0,22141822402278066;0,9606158955701224;11,362430450523085;Not saved
174;GPR;2100;210;1701;189;lai;1;0,9999933271292153;0,06447565358105578;0,0045643672289732255;5,5941104616393583e-05;0,003155327842828015;0,9999933176429011;0,11401116687272922;Not saved
175;MTN;2100;210;1701;189;lai;1;0,9940619067062965;1,1362215246079117;0,22085234999352216;0,0897084531213877;0,1829164101271772;0,9892840171345214;3,9579706996115167;Not saved
176;ANN;2100;210;1701;189;cab;2;0,9981112044394287;6,148195155760874;1,2112908953269135;2,298432132724966;1,0157834958477743;0,9980590097891392;2,8543966328376404;Not saved
177;RFR;2100;210;1701;189;cab;2;0,9992041842072883;4,680542457149741;0,6904591842826082;0,9474116857704207;0,474586025036988;0,9991999255572731;1,1875425698213693;Not saved
178;GPR;2100;210;1701;189;cab;2;0,999999302462586;0,27388560186963673;0,017031393164373843;0,0008313692538223334;0,012508255799133394;0,9999992979215874;0,03582572626601599;Not saved
179;MTN;2100;210;1701;189;cab;2;0,9994909665639315;2,865611787118084;0,6278802223068056;0,6601708933999821;0,5505637863725497;0,9994424959417595;1,1849772573976465;Not saved
180;ANN;2100;210;1701;189;cw;2;0,9950126346424826;0,0008609278375552327;0,00016475329559151902;4,2097992241840633e-08;0,00014064757757956473;0,9918019144034155;3,5943033588998468;Not saved
181;RFR;2100;210;1701;189;cw;2;0,007943989957549191;0,004700985203269739;0,00197943391178098;5,1574694312074595e-06;0,001921877861319603;-0,004356113135099093;45,808354997021105;Not saved
182;GPR;2100;210;1701;189;cw;2;0,9999954572776125;3,0015373671845626e-05;2,9424540955527553e-06;2,3770234915889702e-11;1,7608282816567594e-06;0,9999953710281627;0,0665476256866755;Not saved
183;MTN;2100;210;1701;189;cw;2;0,9975397556769804;0,0006920717663082146;0,00010216588607236952;1,85912988971783e-08;8,347388303178629e-05;0,9963795646396819;2,0835562564735777;Not saved
184;ANN;2100;210;1701;189;cm;2;0,9957104760779409;0,000757600064092724;0,00013981180130971367;3,522009728020094e-08;0,00010398647496734532;0,9935092409712251;2,8011820769633116;Not saved
185;RFR;2100;210;1701;189;cm;2;0,29059590612196495;0,004210809197537408;0,0016688317779059586;3,873333119846004e-06;0,0015188189849071887;0,28617823741144777;39,25862808313287;Not saved
186;GPR;2100;210;1701;189;cm;2;0,9999957224815709;3,287500149367836e-05;3,116841760586633e-06;2,3771982044468215e-11;2,221319679684801e-06;0,999995619029503;0,06220608735265041;Not saved
187;MTN;2100;210;1701;189;cm;2;0,9966208437030257;0,000731672043615429;0,00015256316920404036;3,738089805849704e-08;0,00012554289046033673;0,9931110240938119;3,323041699635485;Not saved
188;ANN;2100;210;1701;189;lai;2;0,9836460565347539;1,3189885827580277;0,35668866884479844;0,20793191407673192;0,27191367132629374;0,9746007575056487;7,554247144666683;Not saved
189;RFR;2100;210;1701;189;lai;2;0,9595088713509143;3,235777257173883;0,3812578051852297;0,33186981779345914;0,24099076926428076;0,9594615284713743;11,73863191817792;Not saved
190;GPR;2100;210;1701;189;lai;2;0,9999922170565058;0,0662652836633395;0,0048055953010868666;6,383280079687389e-05;0,003515106866487372;0,9999922027131153;0,14218190228348504;Not saved
191;MTN;2100;210;1701;189;lai;2;0,9919358540991582;1,1226981726783176;0,2742658953566645;0,1355036804415798;0,2060333165953665;0,983447991359601;4,454112454284013;Not saved
192;ANN;2100;210;1701;189;cab;3;0,9958808924220012;13,165829266230816;1,550657624001959;5,108986389348207;1,2339621734814301;0,9958807328111579;3,6186948476350476;Not saved
193;RFR;2100;210;1701;189;cab;3;0,9943386594694998;27,24234999556529;1,03022982985133;7,094244180270491;0,5008430505188386;0,9942800616297687;1,7786490507614157;Not saved
194;GPR;2100;210;1701;189;cab;3;0,9999963846074037;0,7505739211853211;0,023384716787228463;0,00453120362047603;0,011609772748549574;0,9999963465867832;0,05111846736245938;Not saved
195;MTN;2100;210;1701;189;cab;3;0,9993409729819308;3,635324514867248;0,7398145050646411;0,9756882923651059;0,5731671593695609;0,9992133232576903;1,8389154605666198;Not saved
196;ANN;2100;210;1701;189;cw;3;0,9941477594070647;0,0011989302090361365;0,00010732517903875139;2,9324254247969183e-08;7,271243674616262e-05;0,994117183787557;2,242198669561701;Not saved
197;RFR;2100;210;1701;189;cw;3;-0,02426643299745912;0,004665929679786973;0,0019585756276236615;5,227830301960335e-06;0,0018965401429273951;-0,04876886539759795;46,575074194947604;Not saved
198;GPR;2100;210;1701;189;cw;3;0,9999926690532097;5,990564052486477e-05;3,044159411746664e-06;3,6660820960304644e-11;1,5401839939845063e-06;0,9999926453757328;0,06250323437409284;Not saved
199;MTN;2100;210;1701;189;cw;3;0,9964558295886528;0,0008335536116151534;8,767501911300052e-05;1,7961338553567474e-08;6,398331970747934e-05;0,9963967283619012;1,879784359259335;Not saved
200;ANN;2100;210;1701;189;cm;3;0,9960054486511138;0,0005637765608522464;0,00011208004246816067;2,126490384024993e-08;9,094123392240985e-05;0,9956865376911566;2,0593043063393734;Not saved
201;RFR;2100;210;1701;189;cm;3;0,21948705081861397;0,005134715363525476;0,0016491694352709797;3,862926848302719e-06;0,0015703063561496016;0,21642771172872743;33,46580719873998;Not saved
202;GPR;2100;210;1701;189;cm;3;0,9999944180917781;4,6030764197647726e-05;3,096896996552171e-06;2,7518804697773915e-11;1,9931565056578726e-06;0,9999944179702038;0,06198713365469541;Not saved
203;MTN;2100;210;1701;189;cm;3;0,9948441287923921;0,0009114279666087889;0,00010676069413134263;2,5431369369528483e-08;7,464055315300512e-05;0,9948413943433827;2,0999368572436152;Not saved
204;ANN;2100;210;1701;189;lai;3;0,9937913586643924;0,6559436422438161;0,19535538473513725;0,05939986544393814;0,16830614329368476;0,9935006065914461;5,925111100271482;Not saved
205;RFR;2100;210;1701;189;lai;3;0,9505774905018128;4,175222051933498;0,43191970226058635;0,4531957682543284;0,29526104058467006;0,9504123861735566;15,800917887559033;Not saved
206;GPR;2100;210;1701;189;lai;3;0,9999956885202129;0,027358116156436907;0,004344651914978236;3,942939874679481e-05;0,003130015451896284;0,9999956857280332;0,1901419798365946;Not saved
207;MTN;2100;210;1701;189;lai;3;0,9966630871067881;0,8097830022960784;0,15126789476367875;0,046484869058659284;0,09296927362693896;0,9949137350850991;2,862344994897686;Not saved
208;ANN;2100;210;1701;189;cab;4;0,9992047281861338;4,312273608927796;0,6974057899497755;1,0311325706167727;0,5127301869812158;0,999065790931659;1,3092448129523753;Not saved
209;RFR;2100;210;1701;189;cab;4;0,9983629375710874;7,799818807123444;0,7750690307226705;1,8216282568569537;0,5247824900064586;0,9983495995711937;1,2731399390085052;Not saved
210;GPR;2100;210;1701;189;cab;4;0,9999990062958892;0,2224651886045308;0,020664307738841505;0,001096814694843239;0,014185678946574853;0,9999990062827386;0,0370988632710297;Not saved
211;MTN;2100;210;1701;189;cab;4;0,9993932545015203;2,6913662176803967;0,834988537091128;1,063261542374475;0,7179172229077224;0,999036681991036;1,4369227165327252;Not saved
212;ANN;2100;210;1701;189;cw;4;0,9963962206487588;0,0004476807469206267;0,00011457223225980801;2,1125546590468637e-08;8,938907654848418e-05;0,9959925409795968;2,3758807475683597;Not saved
213;RFR;2100;210;1701;189;cw;4;-0,004190223426800532;0,0052060373908423205;0,001929487122955408;5,293647170493937e-06;0,0018482468282256482;-0,004190543112355449;43,28091137138578;Not saved
214;GPR;2100;210;1701;189;cw;4;0,9999944566799548;3,296187378251138e-05;3,1429843994652816e-06;2,928588430416618e-11;1,924306971406997e-06;0,999994444546998;0,06652354082287136;Not saved
215;MTN;2100;210;1701;189;cw;4;0,9981936990919349;0,00044648693587984525;0,00013203158251634593;2,477622174756484e-08;0,00011724813917905752;0,995300017781382;2,5700605956778717;Not saved
216;ANN;2100;210;1701;189;cm;4;0,9966928825067218;0,0006852865133493233;0,00010885422150400975;2,1904440013894484e-08;8,773121576049429e-05;0,9960862711832009;2,3300129598503894;Not saved
217;RFR;2100;210;1701;189;cm;4;0,21639318466000756;0,005180924813119692;0,001810508822771004;4,390423432663451e-06;0,0018817261952777295;0,2155505141667443;38,61937506444638;Not saved
218;GPR;2100;210;1701;189;cm;4;0,999994159636804;3,901056230021065e-05;3,439348154536928e-06;3,2994388555523824e-11;2,1820225812752697e-06;0,9999941047984244;0,07067609521214155;Not saved
219;MTN;2100;210;1701;189;cm;4;0,99753920519878;0,00037473800785939575;9,855416133759876e-05;1,5679126312623276e-08;7,402840569221188e-05;0,9971985657504587;1,9128034887879743;Not saved
220;ANN;2100;210;1701;189;lai;4;0,9899356821746902;1,079631361450847;0,2308997445282123;0,0949894261718642;0,1749154068133505;0,9887394193332145;4,710547032088107;Not saved
221;RFR;2100;210;1701;189;lai;4;0,9595627287360797;2,4072564667472727;0,40653239390157864;0,34257251702248176;0,2785874544398901;0,9593895276809452;12,074319055147212;Not saved
222;GPR;2100;210;1701;189;lai;4;0,9999950228729404;0,04067747619798112;0,00428106564121595;4,198495444522936e-05;0,002940344012263729;0,9999950228674351;0,10299587964031215;Not saved
223;MTN;2100;210;1701;189;lai;4;0,9934330074480329;1,1742358997773454;0,18334984842167626;0,05546866922135406;0,16687490477133782;0,9934244320718794;4,278202754635373;Not saved
224;ANN;2100;210;1701;189;cab;5;0,9979584289462882;9,350931111689192;1,108631117775657;2,47795004741277;0,896243955721971;0,9979014393513302;2,384625200227849;Not saved
225;RFR;2100;210;1701;189;cab;5;0,9975658848956976;10,883834649018524;0,8614044942554168;2,879017297958643;0,4848853156960047;0,9975617779645543;1,434084016899604;Not saved
226;GPR;2100;210;1701;189;cab;5;0,9999980799676692;0,4409808830912141;0,025054620390286688;0,0022672304831468835;0,014900615867020406;0,9999980798964537;0,054324296189324266;Not saved
227;MTN;2100;210;1701;189;cab;5;0,999125041882115;5,4586046724044905;0,7300908588139242;1,1001959080975048;0,5283148656455978;0,9990682508547856;1,2874231601481512;Not saved
228;ANN;2100;210;1701;189;cw;5;0,9937341105037809;0,0010851048120291938;0,00011306609727185896;3,2844928305595826e-08;7,364970242127898e-05;0,9936412251549044;2,1979024977487422;Not saved
229;RFR;2100;210;1701;189;cw;5;0,03062078685655034;0,004861866220388768;0,0018728054896043015;5,016461693989394e-06;0,0016921193518447215;0,028813516219766022;40,64695422318705;Not saved
230;GPR;2100;210;1701;189;cw;5;0,9999941339308724;4,0639569859977215e-05;3,431647716346569e-06;3,091513404561047e-11;2,1911416864476424e-06;0,9999940148331312;0,0657801956034097;Not saved
231;MTN;2100;210;1701;189;cw;5;0,995526688200394;0,0009842930266833819;0,00011009826741021858;2,504318592449333e-08;8,586074343889735e-05;0,9951516417019979;2,329740263719239;Not saved
232;ANN;2100;210;1701;189;cm;5;0,9928510003071233;0,001001336819138346;0,00012515017080740357;3,542399302717543e-08;8,378634969965224e-05;0,9928045837193631;2,2745857426581235;Not saved
233;RFR;2100;210;1701;189;cm;5;0,19241377652030445;0,004323299320845397;0,001712508703231101;3,991101046926349e-06;0,001705075562628766;0,18931687264363384;35,46602551596057;Not saved
234;GPR;2100;210;1701;189;cm;5;0,9999931212251784;4,889176591690511e-05;3,5925182847515856e-06;3,44118311783411e-11;2,2408588255702633e-06;0,9999930101767432;0,07029168623409172;Not saved
235;MTN;2100;210;1701;189;cm;5;0,9959753016569595;0,0007393799932859518;0,00011126359699803042;2,477327052349054e-08;8,14387468188911e-05;0,9949679869823653;1,966822098630227;Not saved
236;ANN;2100;210;1701;189;lai;5;0,9933292998346092;1,0199157025047194;0,2317562881296782;0,09287715660133684;0,17330171084454626;0,9894450298373538;6,870645203991317;Not saved
237;RFR;2100;210;1701;189;lai;5;0,9764160835285621;1,6114960531876181;0,32520020080806983;0,20929555593704136;0,2220527813431591;0,9762147289072143;10,088366717042142;Not saved
238;GPR;2100;210;1701;189;lai;5;0,9999950359543248;0,03667751127716912;0,004671453381926853;4,4179927073624965e-05;0,003245597312348636;0,9999949791980168;0,1692453261403519;Not saved
239;MTN;2100;210;1701;189;lai;5;0,9949877577189837;0,9063560594409097;0,2271512399088239;0,08779088145229937;0,1818811915600218;0,9900230566030476;4,4901728954506535;Not saved
240;ANN;2100;210;1701;189;cab;6;0,9987151924508252;9,309655036223987;0,7725733748194579;1,4149819101569332;0,5431330573043169;0,9987091502340752;1,2844758232499334;Not saved
241;RFR;2100;210;1701;189;cab;6;0,9976696120032934;10,46452125600183;0,8667495768776502;2,5765005088381145;0,540550466756244;0,9976495281990072;1,251658688100247;Not saved
242;GPR;2100;210;1701;189;cab;6;0,9999979429207335;0,5606193899516541;0,019695190162635684;0,0022952605604013;0,013038556559941128;0,9999979060958053;0,031274869857657095;Not saved
243;MTN;2100;210;1701;189;cab;6;0,9990021918367041;5,525948371184924;0,7098889977113573;1,1115922847222444;0,44270823276265503;0,9989859243922218;1,111518231901907;Not saved
244;ANN;2100;210;1701;189;cw;6;0,9966175433660721;0,0009845481918078656;0,0001220357141575038;2,6202702271931402e-08;0,00010831062284072683;0,9957367798876932;2,6763586763024336;Not saved
245;RFR;2100;210;1701;189;cw;6;-0,007125417659070488;0,004988586398787388;0,002155300523010694;6,218065303246158e-06;0,002086124778948666;-0,011688824508491624;51,05693101502554;Not saved
246;GPR;2100;210;1701;189;cw;6;0,9999874145130458;0,00010523783202307652;3,4171895715111374e-06;7,817790693976945e-11;2,0449240155061277e-06;0,9999872803338471;0,07735402205458046;Not saved
247;MTN;2100;210;1701;189;cw;6;0,9970333442497483;0,0009082346887212987;0,00010585492933771924;2,125620679415535e-08;8,943511585098735e-05;0,996541582338503;2,1622443558478444;Not saved
248;ANN;2100;210;1701;189;cm;6;0,9940788435968951;0,0009974801277464786;0,00017079771034384387;4,733049212035128e-08;0,0001405890281659045;0,9913222302337149;3,559640484920278;Not saved
249;RFR;2100;210;1701;189;cm;6;0,2334643489854964;0,0047024721648884086;0,0017417317336311682;4,221096770508886e-06;0,001592437701823616;0,226086518548255;41,08962098215118;Not saved
250;GPR;2100;210;1701;189;cm;6;0,999987138194439;7,428413116717866e-05;3,590037876387128e-06;7,044734193110458e-11;2,0083229816643747e-06;0,9999870838906054;0,08070264958172883;Not saved
251;MTN;2100;210;1701;189;cm;6;0,9959830971118191;0,0008859034923559585;0,00010119807315268432;2,2031688152756335e-08;7,892092295604981e-05;0,995960618434601;2,2285965723106;Not saved
252;ANN;2100;210;1701;189;lai;6;0,9916376060154197;1,0349991761266164;0,20570900025777394;0,07488785620949329;0,1590699226114296;0,9906508893498932;4,596913004387336;Not saved
253;RFR;2100;210;1701;189;lai;6;0,9672289450140115;1,9255370795377473;0,35849638581404547;0,2653696897296411;0,2508571990334909;0,9668708557295779;11,906898514508715;Not saved
254;GPR;2100;210;1701;189;lai;6;0,9999961537100914;0,019216943189118707;0,004192922048568699;3,086806134444609e-05;0,003223894910979297;0,9999961463856002;0,11576806500716225;Not saved
255;MTN;2100;210;1701;189;lai;6;0,9982642740748956;0,47086994403637483;0,08746034149605468;0,014242364831995575;0,06648210914198582;0,9982219621247932;2,495691189562211;Not saved
256;ANN;2100;210;1701;189;cab;7;0,9977017963370052;7,594219123793664;1,3897688749099741;3,3738725943403467;1,1244635859548566;0,9975319535233853;3,2837865298475606;Not saved
257;RFR;2100;210;1701;189;cab;7;0,9982112926151018;8,158048692651917;0,8871477879755566;2,452061934055269;0,4820723963592286;0,9982062740522751;1,4396840361915735;Not saved
258;GPR;2100;210;1701;189;cab;7;0,9999992194289736;0,23007229124380046;0,02112841505514094;0,0010691435467952621;0,0144573985650851;0,9999992179029024;0,051616016428568376;Not saved
259;MTN;2100;210;1701;189;cab;7;0,998887756117738;5,38530529119916;0,8947732927083188;1,5552533945785039;0,7127017582337203;0,9988623050949904;1,8506675276624265;Not saved
260;ANN;2100;210;1701;189;cw;7;0,9926510741289927;0,001498805934716815;0,00020391459050232914;7,189934629333953e-08;0,00017202977381510463;0,9868763024719932;3,725828950426275;Not saved
261;RFR;2100;210;1701;189;cw;7;0,0019388408836099602;0,005310112689978209;0,0020321596127048543;5,676467073820821e-06;0,001970477579065281;-0,03611841755249845;39,96327359028452;Not saved
262;GPR;2100;210;1701;189;cw;7;0,9999945301516636;3,397819897245184e-05;3,3899585591536275e-06;2,999718652348394e-11;2,1042497325386364e-06;0,9999945246511558;0,0668580316869661;Not saved
263;MTN;2100;210;1701;189;cw;7;0,9962956379141799;0,0007949412038222494;0,00011702562957236459;2,4285234070903e-08;9,759496024448018e-05;0,9955672466750521;2,1444953928410193;Not saved
264;ANN;2100;210;1701;189;cm;7;0,9935756148822855;0,0013027761308497749;0,00024916538173162984;8,786467583846099e-08;0,00023545566539400972;0,9835431534864243;5,272156724570967;Not saved
265;RFR;2100;210;1701;189;cm;7;0,13624614141581703;0,004887351285648864;0,001912985265151866;4,814135339885753e-06;0,0018262850166818672;0,09832380728591816;45,161959189099;Not saved
266;GPR;2100;210;1701;189;cm;7;0,999993540033278;3,5847558584004013e-05;3,7586200235155138e-06;3,4535632595394714e-11;2,367357431720153e-06;0,9999935315574837;0,08089037580988105;Not saved
267;MTN;2100;210;1701;189;cm;7;0,9967699624121252;0,0006087071098688996;9,63678304042789e-05;1,7888556118233692e-08;7,288750844383456e-05;0,9966495156377918;2,0046731373524946;Not saved
268;ANN;2100;210;1701;189;lai;7;0,9854612305804467;1,3625963510351085;0,3562996356027403;0,2205358005368357;0,2757888887588398;0,9741355242446741;6,730129597643557;Not saved
269;RFR;2100;210;1701;189;lai;7;0,9675544214995269;2,719032024488306;0,3654242626776407;0,2880237563432528;0,22700294795199216;0,9662205254441051;13,805338260312647;Not saved
270;GPR;2100;210;1701;189;lai;7;0,9999929727639489;0,040678409278955385;0,005163218896899869;5,9961268782508434e-05;0,003265383258292509;0,9999929677323187;0,1733707988374386;Not saved
271;MTN;2100;210;1701;189;lai;7;0,9966423920926692;0,8569226369144456;0,11159075172853224;0,02865956524514665;0,07104994745287652;0,9966388013708574;2,533614416949984;Not saved
272;ANN;2100;210;1701;189;cab;8;0,9979887556420491;5,242650877930046;1,2128746692909382;2,4234575414557997;1,0672681183461634;0,9977037039354695;2,4011439578672418;Not saved
273;RFR;2100;210;1701;189;cab;8;0,9987667757345454;8,20234373607569;0,681427535341643;1,30341284089579;0,39902968899882296;0,998764978661351;1,113764063280334;Not saved
274;GPR;2100;210;1701;189;cab;8;0,9999993246239566;0,118497777065528;0,01888432495600008;0,0007142117598044096;0,014514995304850231;0,9999993232637151;0,036157206776795035;Not saved
275;MTN;2100;210;1701;189;cab;8;0,9994580897622509;3,6133847537191883;0,5494802691457783;0,5719263533038716;0,43030445780381044;0,9994580832501385;0,9570970157729168;Not saved
276;ANN;2100;210;1701;189;cw;8;0,994556020280135;0,0008771764054517836;0,0003135918099164748;1,1908698412099226e-07;0,0003176006396693942;0,9756180496297376;5,819362660043867;Not saved
277;RFR;2100;210;1701;189;cw;8;0,06795858075213368;0,00449579572794207;0,0018043838994198358;4,592255710833527e-06;0,001684123655887345;0,05977843291977747;36,70097294454543;Not saved
278;GPR;2100;210;1701;189;cw;8;0,9999958541978535;2,6625030005897245e-05;2,9983470099174852e-06;2,034817821173722e-11;2,278852707910013e-06;0,9999958339001114;0,059808256280627865;Not saved
279;MTN;2100;210;1701;189;cw;8;0,9979572032385534;0,0004226686891296832;8,357277836212159e-05;1,302446785392713e-08;5,5827552858798285e-05;0,9973333615662743;1,4947714015963798;Not saved
280;ANN;2100;210;1701;189;cm;8;0,9956058747935742;0,0008523354385145555;0,0003679190313397097;1,539535210411234e-07;0,00038534945260337676;0,9742521677465795;7,267131573829332;Not saved
281;RFR;2100;210;1701;189;cm;8;0,2681955021486311;0,004951240087587223;0,0017881979403362768;4,37673532236653e-06;0,0017918552656224726;0,268016436806198;37,81303394175007;Not saved
282;GPR;2100;210;1701;189;cm;8;0,9999962238931129;1,915325267547608e-05;3,3433814117818458e-06;2,258330023925214e-11;2,347314166239664e-06;0,9999962230741957;0,06740217417700005;Not saved
283;MTN;2100;210;1701;189;cm;8;0,9980962299406249;0,00045228255553103787;0,00010604336965181042;1,7286256974881502e-08;9,388170347004923e-05;0,9971089739171352;1,9597715092252395;Not saved
284;ANN;2100;210;1701;189;lai;8;0,9773557912646053;1,9713476980487528;0,615502976735592;0,514836455479766;0,5453394115663919;0,9313251902815578;14,04064775580566;Not saved
285;RFR;2100;210;1701;189;lai;8;0,9547603819103765;2,0488276867964137;0,3943243259538643;0,34019576994252687;0,2578544313574529;0,9546207741911933;12,079508091859369;Not saved
286;GPR;2100;210;1701;189;lai;8;0,9999948238091517;0,033226065337016664;0,004349694473026763;3,9063773241751026e-05;0,003074339971753659;0,9999947892244893;0,120259602033744;Not saved
287;MTN;2100;210;1701;189;lai;8;0,997052568763248;0,6637818422625479;0,10873764060716357;0,02216266165280994;0,08465236077613358;0,9970436892033168;2,7466837510161306;Not saved
288;ANN;2100;210;1701;189;cab;9;0,9990303177881785;7,3632391242336155;0,9844016470841619;1,7621150585210983;0,8179764041058561;0,9986310436432497;2,302321075709645;Not saved
289;RFR;2100;210;1701;189;cab;9;0,9983200927716487;9,928223578802658;0,8732651007322297;2,1628397014062317;0,5386015579095726;0,9983197276797822;1,3327814419278947;Not saved
290;GPR;2100;210;1701;189;cab;9;0,9999993896066481;0,12062401430500458;0,019514197844424402;0,0007883045841952047;0,013683864633293297;0,9999993875799618;0,04493902178639438;Not saved
291;MTN;2100;210;1701;189;cab;9;0,9994255301336938;3,2869501327869415;0,6268497356055601;0,7446523156200509;0,4758748782040527;0,9994214926453824;1,0982885953636872;Not saved
292;ANN;2100;210;1701;189;cw;9;0,9931103294423871;0,0013799343186630306;0,00014872145350020024;4,3785130261074255e-08;0,00010980547002560799;0,9925206391416698;2,9439668919199926;Not saved
293;RFR;2100;210;1701;189;cw;9;0,05340893348735831;0,004635585136061257;0,002044831320782275;5,5459686001769295e-06;0,0019524972668510752;0,05263955542987531;45,570381988712384;Not saved
294;GPR;2100;210;1701;189;cw;9;0,9998965052612108;0,00033208767257250854;5,075206230200239e-06;6,082868693788379e-10;2,067799245131577e-06;0,999896092646651;0,11751009443582612;Not saved
295;MTN;2100;210;1701;189;cw;9;0,9965144184129086;0,001259495683313757;9,705402303398533e-05;2,226091486910938e-08;7,600936524670976e-05;0,9961973981954632;2,0570518493687464;Not saved
296;ANN;2100;210;1701;189;cm;9;0,9925790597239948;0,0007972573031190464;0,00016282893103700008;4,79155115404919e-08;0,00011159709021131992;0,9916783543432499;3,562550211317219;Not saved
297;RFR;2100;210;1701;189;cm;9;0,2322730264198276;0,004536520826272498;0,0018176269762955708;4,4207669288034e-06;0,0018125455666881448;0,23223075931281822;40,56934128269042;Not saved
