,Model,NoiseLevel,NoiseType,OutOfBag,KFold_tr_samples,KFold_vl_samples,Variable,Fold_nr,ExplVar,Max_err,Mean_abs_Err,Mean_sqr_err,Median_abs_err,r2,MAPE,ModelName
301,GPR,0.1,Inverted,200,1620,180,cw,10,0.5202698915104484,0.004014735519760645,0.0013079904095272467,2.6334944416661134e-06,0.0011129612475759996,0.5148455083855645,25.82382243565465,Not stored
302,ANN,0.1,Inverted,200,1620,180,cw,10,0.460210989379369,0.005114427000661625,0.0013853941192029907,2.9998465829141813e-06,0.001125670137832845,0.44735442732346875,25.613467352540937,Not stored
303,MTN,0.1,Inverted,200,1620,180,cw,10,0.5284996646294811,0.00426152120716845,0.0013333551226222867,2.662803838782522e-06,0.001100683438080524,0.5094459960750162,25.411304661490885,Not stored
304,RFR,0.1,Combined,200,1620,180,cm,10,0.417778778049288,0.004689538358385795,0.0015043857801638326,3.374059139758845e-06,0.0013379758940985972,0.40997661278103903,35.60736577803472,Not stored
305,GPR,0.1,Combined,200,1620,180,cm,10,0.5518679693649905,0.0044632670976060395,0.0012515284876201327,2.583345392289314e-06,0.0009835018950532215,0.5482491161005618,28.886486410936605,Not stored
306,ANN,0.1,Combined,200,1620,180,cm,10,0.5950295348779584,0.0047626169778639295,0.0011653240320944724,2.319724770520827e-06,0.0009173089245387402,0.5943485843534295,26.222459029373436,Not stored
307,MTN,0.1,Combined,200,1620,180,cm,10,0.5828601375913036,0.0052458821244770505,0.001155616785788807,2.3863424200658827e-06,0.0008909954132195474,0.5826991230947425,25.60745937352184,Not stored
308,RFR,0.1,Inverted,200,1620,180,cm,10,0.2922148477811929,0.0045616149943869385,0.001695396336090804,4.058584273256014e-06,0.00153320354430549,0.2902733648019956,39.54869755904724,Not stored
309,GPR,0.1,Inverted,200,1620,180,cm,10,0.48291181999821464,0.005233633061436559,0.001338196511260498,2.987201919215217e-06,0.001030955235429707,0.47762652589180277,30.983104869747553,Not stored
310,ANN,0.1,Inverted,200,1620,180,cm,10,0.26911955964852396,0.006562244121556807,0.0015820865003963957,4.188093206286366e-06,0.001250994139345334,0.2676260737568412,33.52663525976543,Not stored
311,MTN,0.1,Inverted,200,1620,180,cm,10,0.5252978979038185,0.0048968252176386125,0.0012766317246408444,2.7344351880315445e-06,0.001008976648335188,0.5218279689405794,27.314834129990057,Not stored
312,RFR,0.1,Combined,200,1620,180,lai,10,0.6101547073936631,4.6706086851904445,1.416023698988539,3.172788456819749,1.042843728427774,0.6058485846011825,32.27477232305885,Not stored
313,GPR,0.1,Combined,200,1620,180,lai,10,0.6876983290482183,4.749596002199343,1.24019671946145,2.5639798412136803,0.9106705275627758,0.6814800932296063,27.94179208711471,Not stored
314,ANN,0.1,Combined,200,1620,180,lai,10,0.6995171833883829,5.316967117946179,1.189520239785179,2.564973511533525,0.9102511653337535,0.6813566508481377,25.428948882095654,Not stored
315,MTN,0.1,Combined,200,1620,180,lai,10,0.7007336013072119,5.754650461833508,1.130664311507115,2.493183389440577,0.7077345381688478,0.6902750450681394,24.324500454247847,Not stored
316,RFR,0.1,Inverted,200,1620,180,lai,10,0.5787556695597855,4.288994513034094,1.5339830564681194,3.397549448307063,1.3080122482362115,0.5779268166904519,39.129295104844175,Not stored
317,GPR,0.1,Inverted,200,1620,180,lai,10,0.6684673987576697,4.1826836824321365,1.2942648230794112,2.7095491808002587,0.9701591206923282,0.6633962020349717,29.360314254024978,Not stored
318,ANN,0.1,Inverted,200,1620,180,lai,10,0.5779315515246065,4.959998952597347,1.4512392046466898,3.5356669024866676,1.1095017071312796,0.5607686636030129,31.634654035604708,Not stored
