"";"Model";"NSamples";"Variable";"MAPE";"sd";"ErrorType";"ErrorTypeNames";"Model_ErrorType";"PT_type"
"239";"MTN";1100;"lai";6,88519925825302;2,43502764699561;"Out-of-bag";"Validation error";"MTN Validation error";17
"240";"RFR";1100;"lai";20,7452676056365;1,43495229191497;"Out-of-bag";"Validation error";"RFR Validation error";17
"241";"ANN";1350;"lai";7,72428747079294;1,70456307701012;"Out-of-bag";"Validation error";"ANN Validation error";17
"242";"GPR";1350;"lai";0,195920273424164;0,0334520464749621;"Out-of-bag";"Validation error";"GPR Validation error";17
"243";"MTN";1350;"lai";6,07210200262626;1,89660510282283;"Out-of-bag";"Validation error";"MTN Validation error";17
"244";"RFR";1350;"lai";17,0190271295256;0,85929307158754;"Out-of-bag";"Validation error";"RFR Validation error";17
"245";"ANN";1600;"lai";6,99129099451662;0,96863427886535;"Out-of-bag";"Validation error";"ANN Validation error";17
"246";"GPR";1600;"lai";0,195793911319003;0,00867790823716718;"Out-of-bag";"Validation error";"GPR Validation error";17
"247";"MTN";1600;"lai";4,23063582695401;0,85812119047066;"Out-of-bag";"Validation error";"MTN Validation error";17
"248";"RFR";1600;"lai";19,7652846722644;1,23705506235337;"Out-of-bag";"Validation error";"RFR Validation error";17
"249";"ANN";1850;"lai";6,28246042373277;1,38565938330072;"Out-of-bag";"Validation error";"ANN Validation error";17
"250";"GPR";1850;"lai";0,152459272055024;0,0022776826710638;"Out-of-bag";"Validation error";"GPR Validation error";17
"251";"MTN";1850;"lai";3,10054777152245;0,654276057913416;"Out-of-bag";"Validation error";"MTN Validation error";17
"252";"RFR";1850;"lai";12,685260870114;0,409014490405412;"Out-of-bag";"Validation error";"RFR Validation error";17
"253";"ANN";2100;"lai";6,665525853151;2,6388318140638;"Out-of-bag";"Validation error";"ANN Validation error";17
"254";"GPR";2100;"lai";0,138554280321697;0,00584212497150657;"Out-of-bag";"Validation error";"GPR Validation error";17
"255";"MTN";2100;"lai";3,35654489706187;0,84825698459754;"Out-of-bag";"Validation error";"MTN Validation error";17
"256";"RFR";2100;"lai";11,6885740758231;0,40943085903133;"Out-of-bag";"Validation error";"RFR Validation error";17
"257";"ANN";2350;"lai";5,30682445234817;1,12987267358491;"Out-of-bag";"Validation error";"ANN Validation error";17
"258";"GPR";2350;"lai";0,116055416476582;0,00415779733663792;"Out-of-bag";"Validation error";"GPR Validation error";17
"259";"MTN";2350;"lai";3,28939809703146;0,998086968354577;"Out-of-bag";"Validation error";"MTN Validation error";17
"260";"RFR";2350;"lai";10,7835448101676;0,653225943005329;"Out-of-bag";"Validation error";"RFR Validation error";17
"261";"ANN";2600;"lai";4,81754453086431;0,948935874760249;"Out-of-bag";"Validation error";"ANN Validation error";17
"262";"GPR";2600;"lai";0,108085701529592;0,0101821892830998;"Out-of-bag";"Validation error";"GPR Validation error";17
"263";"MTN";2600;"lai";2,56769092943572;0,538361043686759;"Out-of-bag";"Validation error";"MTN Validation error";17
"264";"RFR";2600;"lai";13,3884204784074;0,325543080193414;"Out-of-bag";"Validation error";"RFR Validation error";17
"265";"ANN";2850;"lai";6,21717549792533;2,99773472250276;"Out-of-bag";"Validation error";"ANN Validation error";17
"266";"GPR";2850;"lai";0,111794722547269;0,00252467963896324;"Out-of-bag";"Validation error";"GPR Validation error";17
"267";"MTN";2850;"lai";3,90907480968756;2,27253091662289;"Out-of-bag";"Validation error";"MTN Validation error";17
"268";"RFR";2850;"lai";9,97623510736465;0,305744790762495;"Out-of-bag";"Validation error";"RFR Validation error";17
"269";"ANN";3100;"lai";5,74039158862784;1,30155272665541;"Out-of-bag";"Validation error";"ANN Validation error";17
"270";"GPR";3100;"lai";0,110373151330315;0,00279439025866204;"Out-of-bag";"Validation error";"GPR Validation error";17
"271";"MTN";3100;"lai";2,50633398451309;1,09053293713322;"Out-of-bag";"Validation error";"MTN Validation error";17
"272";"RFR";3100;"lai";11,1242281120489;0,251311438412189;"Out-of-bag";"Validation error";"RFR Validation error";17
"273";"ANN";3350;"lai";4,59230034226462;0,743214710311237;"Out-of-bag";"Validation error";"ANN Validation error";17
"274";"GPR";3350;"lai";0,114796141243191;0,00651067794799804;"Out-of-bag";"Validation error";"GPR Validation error";17
"275";"MTN";3350;"lai";2,40395877323451;0,607516919809067;"Out-of-bag";"Validation error";"MTN Validation error";17
"276";"RFR";3350;"lai";10,2342215431079;0,233427147062851;"Out-of-bag";"Validation error";"RFR Validation error";17
"277";"ANN";3600;"lai";5,81286693799847;2,43387783709362;"Out-of-bag";"Validation error";"ANN Validation error";17
"278";"GPR";3600;"lai";0,111289286993937;0,00234725614465437;"Out-of-bag";"Validation error";"GPR Validation error";17
"279";"MTN";3600;"lai";2,34324744738739;1,01073440646829;"Out-of-bag";"Validation error";"MTN Validation error";17
"280";"RFR";3600;"lai";10,1704533998276;0,248142904043738;"Out-of-bag";"Validation error";"RFR Validation error";17
"281";"ANN";3850;"lai";5,12837276095026;0,977713040054683;"Out-of-bag";"Validation error";"ANN Validation error";17
"282";"GPR";3850;"lai";0,115438428276593;0,0034859818376585;"Out-of-bag";"Validation error";"GPR Validation error";17
"283";"MTN";3850;"lai";3,48294356737547;4,02909550571186;"Out-of-bag";"Validation error";"MTN Validation error";17
"284";"RFR";3850;"lai";9,75282616307089;0,20000335960194;"Out-of-bag";"Validation error";"RFR Validation error";17
"285";"ANN";4000;"lai";4,78724086487396;1,36524897792973;"Out-of-bag";"Validation error";"ANN Validation error";17
"286";"GPR";4000;"lai";0,118338810255614;0,001862233609475;"Out-of-bag";"Validation error";"GPR Validation error";17
"287";"MTN";4000;"lai";2,45779572160945;0,872549787405682;"Out-of-bag";"Validation error";"MTN Validation error";17
"288";"RFR";4000;"lai";12,508627728364;0,376002964389904;"Out-of-bag";"Validation error";"RFR Validation error";17
"289";"ANN";50;"cab";21,6085548671758;19,6550898882133;"Training";"Training error";"ANN Training error";17
"290";"GPR";50;"cab";5,3312572563194;10,9249037800962;"Training";"Training error";"GPR Training error";17
"291";"MTN";50;"cab";50,8186958806164;65,6033598155718;"Training";"Training error";"MTN Training error";17
"292";"RFR";50;"cab";7,98230062691305;4,52592349043258;"Training";"Training error";"RFR Training error";17
"293";"ANN";100;"cab";10,4171575114031;6,10103456902862;"Training";"Training error";"ANN Training error";17
"294";"GPR";100;"cab";2,15490859835433;1,95007774234667;"Training";"Training error";"GPR Training error";17
"295";"MTN";100;"cab";15,5605310785443;20,8890655200858;"Training";"Training error";"MTN Training error";17
"296";"RFR";100;"cab";6,36324306681214;2,34844929871817;"Training";"Training error";"RFR Training error";17
"297";"ANN";350;"cab";6,34698538414771;3,33873959953038;"Training";"Training error";"ANN Training error";17
"298";"GPR";350;"cab";0,345349122566045;0,429586128017331;"Training";"Training error";"GPR Training error";17
"299";"MTN";350;"cab";3,61348269098925;1,05672761957609;"Training";"Training error";"MTN Training error";17
"300";"RFR";350;"cab";3,43759321452231;1,11564672222671;"Training";"Training error";"RFR Training error";17
"301";"ANN";600;"cab";5,06416127712768;1,27293049026364;"Training";"Training error";"ANN Training error";17
"302";"GPR";600;"cab";0,0999237967473885;0,0351153502869141;"Training";"Training error";"GPR Training error";17
"303";"MTN";600;"cab";2,71678964177602;0,982598532341862;"Training";"Training error";"MTN Training error";17
"304";"RFR";600;"cab";2,15019074437938;0,304788595382442;"Training";"Training error";"RFR Training error";17
"305";"ANN";850;"cab";4,41908510486472;1,24744219847794;"Training";"Training error";"ANN Training error";17
"306";"GPR";850;"cab";0,096521005020257;0,0401516140275025;"Training";"Training error";"GPR Training error";17
"307";"MTN";850;"cab";2,04028240800194;0,425973715221955;"Training";"Training error";"MTN Training error";17
"308";"RFR";850;"cab";1,77179868631307;0,259654861218817;"Training";"Training error";"RFR Training error";17
"309";"ANN";1100;"cab";3,09218101523214;0,96728268776588;"Training";"Training error";"ANN Training error";17
"310";"GPR";1100;"cab";0,0706581062067752;0,0230615607145944;"Training";"Training error";"GPR Training error";17
"311";"MTN";1100;"cab";2,36299530520515;0,681184596240376;"Training";"Training error";"MTN Training error";17
"312";"RFR";1100;"cab";1,73507562502712;0,373289311899642;"Training";"Training error";"RFR Training error";17
"313";"ANN";1350;"cab";3,5904076983303;1,04457600439161;"Training";"Training error";"ANN Training error";17
"314";"GPR";1350;"cab";0,0824528845666224;0,0554354465303421;"Training";"Training error";"GPR Training error";17
"315";"MTN";1350;"cab";1,74819517668168;0,358299977707107;"Training";"Training error";"MTN Training error";17
"316";"RFR";1350;"cab";1,53044538712923;0,213379469962363;"Training";"Training error";"RFR Training error";17
"317";"ANN";1600;"cab";2,82140896080541;0,567456527180329;"Training";"Training error";"ANN Training error";17
"318";"GPR";1600;"cab";0,0544912759400084;0,0220815032367673;"Training";"Training error";"GPR Training error";17
"319";"MTN";1600;"cab";1,51233895303119;0,382896626391291;"Training";"Training error";"MTN Training error";17
"320";"RFR";1600;"cab";1,36345074668574;0,230919462785375;"Training";"Training error";"RFR Training error";17
"321";"ANN";1850;"cab";2,64586599996685;0,567257110022981;"Training";"Training error";"ANN Training error";17
"322";"GPR";1850;"cab";0,0589969455673647;0,0163161395460956;"Training";"Training error";"GPR Training error";17
"323";"MTN";1850;"cab";1,36852623432237;0,317271292785877;"Training";"Training error";"MTN Training error";17
"324";"RFR";1850;"cab";1,43185908485462;0,200344757694484;"Training";"Training error";"RFR Training error";17
"325";"ANN";2100;"cab";2,41373002940331;0,751348987975539;"Training";"Training error";"ANN Training error";17
"326";"GPR";2100;"cab";0,042528793386496;0,00803446263556507;"Training";"Training error";"GPR Training error";17
"327";"MTN";2100;"cab";1,34966571494027;0,300486668403102;"Training";"Training error";"MTN Training error";17
"328";"RFR";2100;"cab";1,34857972555012;0,184552701763876;"Training";"Training error";"RFR Training error";17
"329";"ANN";2350;"cab";2,40782868346066;0,441439255183196;"Training";"Training error";"ANN Training error";17
"330";"GPR";2350;"cab";0,0474554425173839;0,00739201556958186;"Training";"Training error";"GPR Training error";17
"331";"MTN";2350;"cab";1,27139906091474;0,336386718931222;"Training";"Training error";"MTN Training error";17
"332";"RFR";2350;"cab";1,36213981641958;0,150759004830523;"Training";"Training error";"RFR Training error";17
"333";"ANN";2600;"cab";2,25699710935879;0,43492993159845;"Training";"Training error";"ANN Training error";17
"334";"GPR";2600;"cab";0,0432660242510755;0,00824202107588451;"Training";"Training error";"GPR Training error";17
"335";"MTN";2600;"cab";1,23118808944267;0,29708495168088;"Training";"Training error";"MTN Training error";17
"336";"RFR";2600;"cab";1,39258882462201;0,136948894305076;"Training";"Training error";"RFR Training error";17
"337";"ANN";2850;"cab";2,20510010103637;0,724505316969566;"Training";"Training error";"ANN Training error";17
"338";"GPR";2850;"cab";0,0388314739059707;0,00661004793127431;"Training";"Training error";"GPR Training error";17
"339";"MTN";2850;"cab";1,14014195611145;0,22529612272946;"Training";"Training error";"MTN Training error";17
"340";"RFR";2850;"cab";1,28766274903732;0,0987621528531245;"Training";"Training error";"RFR Training error";17
"341";"ANN";3100;"cab";2,12549474972975;0,442999475500161;"Training";"Training error";"ANN Training error";17
"342";"GPR";3100;"cab";0,0388856631957176;0,00691713951791724;"Training";"Training error";"GPR Training error";17
"343";"MTN";3100;"cab";1,13345991154514;0,301559310404034;"Training";"Training error";"MTN Training error";17
"344";"RFR";3100;"cab";1,34667977918658;0,117665964947917;"Training";"Training error";"RFR Training error";17
"345";"ANN";3350;"cab";2,02197261381047;0,445177605932919;"Training";"Training error";"ANN Training error";17
"346";"GPR";3350;"cab";0,035960364471198;0,0062741501605866;"Training";"Training error";"GPR Training error";17
"347";"MTN";3350;"cab";1,08820882291868;0,24243716609883;"Training";"Training error";"MTN Training error";17
"348";"RFR";3350;"cab";1,25092483697631;0,0803119618575717;"Training";"Training error";"RFR Training error";17
"349";"ANN";3600;"cab";1,86436382781685;0,541570364329248;"Training";"Training error";"ANN Training error";17
"350";"GPR";3600;"cab";0,0377078769124202;0,00602186173784753;"Training";"Training error";"GPR Training error";17
"351";"MTN";3600;"cab";1,0461255091734;0,169744701513665;"Training";"Training error";"MTN Training error";17
"352";"RFR";3600;"cab";1,30880580557603;0,109957808535682;"Training";"Training error";"RFR Training error";17
"353";"ANN";3850;"cab";1,65201553378303;0,324162588689292;"Training";"Training error";"ANN Training error";17
"354";"GPR";3850;"cab";0,0362149305420752;0,00536378224271798;"Training";"Training error";"GPR Training error";17
"355";"MTN";3850;"cab";1,09147397934876;0,305275628118697;"Training";"Training error";"MTN Training error";17
"356";"RFR";3850;"cab";1,17345765579859;0,0898422938221445;"Training";"Training error";"RFR Training error";17
"357";"ANN";4000;"cab";1,68059335827737;0,433640911442286;"Training";"Training error";"ANN Training error";17
"358";"GPR";4000;"cab";0,0328761678930037;0,00462593326238492;"Training";"Training error";"GPR Training error";17
"359";"MTN";4000;"cab";1,05821576868838;0,292773489244423;"Training";"Training error";"MTN Training error";17
"360";"RFR";4000;"cab";1,28379416513792;0,0718639870642588;"Training";"Training error";"RFR Training error";17
"361";"ANN";50;"cm";29,9893827272503;17,4573565412736;"Training";"Training error";"ANN Training error";17
"362";"GPR";50;"cm";7,44996841486332;7,33288886545244;"Training";"Training error";"GPR Training error";17
"363";"MTN";50;"cm";31,5235733186883;18,8647402063641;"Training";"Training error";"MTN Training error";17
"364";"RFR";50;"cm";37,0597349166126;22,27829513866;"Training";"Training error";"RFR Training error";17
"365";"ANN";100;"cm";28,5184096592031;13,0651144035332;"Training";"Training error";"ANN Training error";17
"366";"GPR";100;"cm";1,43496799508785;1,35066909147609;"Training";"Training error";"GPR Training error";17
"367";"MTN";100;"cm";34,7194166451406;18,0939211240661;"Training";"Training error";"MTN Training error";17
"368";"RFR";100;"cm";41,8531709328939;9,5521440912636;"Training";"Training error";"RFR Training error";17
"369";"ANN";350;"cm";9,77840652241236;4,78538495161949;"Training";"Training error";"ANN Training error";17
"370";"GPR";350;"cm";0,333681603771732;0,21072483903467;"Training";"Training error";"GPR Training error";17
"371";"MTN";350;"cm";8,13473774140982;4,22250734616424;"Training";"Training error";"MTN Training error";17
"372";"RFR";350;"cm";37,525280458325;5,35978888732819;"Training";"Training error";"RFR Training error";17
"373";"ANN";600;"cm";6,50675941926318;1,01890867472446;"Training";"Training error";"ANN Training error";17
"374";"GPR";600;"cm";0,177124651584607;0,0524939670797171;"Training";"Training error";"GPR Training error";17
"375";"MTN";600;"cm";7,33202131176516;3,75086063151432;"Training";"Training error";"MTN Training error";17
"376";"RFR";600;"cm";35,2844777269591;6,46363130962119;"Training";"Training error";"RFR Training error";17
"377";"ANN";850;"cm";5,07809360408136;0,992079511631332;"Training";"Training error";"ANN Training error";17
"378";"GPR";850;"cm";0,134123739248094;0,0251778293279532;"Training";"Training error";"GPR Training error";17
"379";"MTN";850;"cm";4,01372955515196;0,976622275320225;"Training";"Training error";"MTN Training error";17
"380";"RFR";850;"cm";32,7741465029021;3,34985637299274;"Training";"Training error";"RFR Training error";17
"381";"ANN";1100;"cm";4,46167907998766;1,51296349656748;"Training";"Training error";"ANN Training error";17
"382";"GPR";1100;"cm";0,106418210609651;0,0229216931239794;"Training";"Training error";"GPR Training error";17
"383";"MTN";1100;"cm";4,94613421202976;1,65946547334282;"Training";"Training error";"MTN Training error";17
"384";"RFR";1100;"cm";36,2016337239884;3,83485321143239;"Training";"Training error";"RFR Training error";17
"385";"ANN";1350;"cm";4,16787941032161;0,773840723194818;"Training";"Training error";"ANN Training error";17
"386";"GPR";1350;"cm";0,102479543036057;0,032166208353287;"Training";"Training error";"GPR Training error";17
"387";"MTN";1350;"cm";3,57903287326066;0,559927376663089;"Training";"Training error";"MTN Training error";17
"388";"RFR";1350;"cm";36,6204165720366;4,07666157724587;"Training";"Training error";"RFR Training error";17
"389";"ANN";1600;"cm";3,34087586019412;0,845403677359982;"Training";"Training error";"ANN Training error";17
"390";"GPR";1600;"cm";0,0845459230172097;0,0152952030931789;"Training";"Training error";"GPR Training error";17
"391";"MTN";1600;"cm";3,00031053577893;0,611987584255898;"Training";"Training error";"MTN Training error";17
"392";"RFR";1600;"cm";36,7003056030181;2,74737404320418;"Training";"Training error";"RFR Training error";17
"393";"ANN";1850;"cm";3,18924575754646;0,471219205666699;"Training";"Training error";"ANN Training error";17
"394";"GPR";1850;"cm";0,0814420434346277;0,0113325183832651;"Training";"Training error";"GPR Training error";17
"395";"MTN";1850;"cm";2,76215845956614;0,44039985732352;"Training";"Training error";"MTN Training error";17
"396";"RFR";1850;"cm";38,5893954822391;2,90176851548325;"Training";"Training error";"RFR Training error";17
"397";"ANN";2100;"cm";3,41529440525726;1,66077304527158;"Training";"Training error";"ANN Training error";17
"398";"GPR";2100;"cm";0,074594059908885;0,0129313875055787;"Training";"Training error";"GPR Training error";17
"399";"MTN";2100;"cm";2,30309978468835;0,46033904118447;"Training";"Training error";"MTN Training error";17
"400";"RFR";2100;"cm";38,7692446821498;3,3262234484049;"Training";"Training error";"RFR Training error";17
"401";"ANN";2350;"cm";2,99540902849629;0,962322492941894;"Training";"Training error";"ANN Training error";17
"402";"GPR";2350;"cm";0,0673253658469937;0,00915739880717482;"Training";"Training error";"GPR Training error";17
"403";"MTN";2350;"cm";2,60970669486412;1,05180970309356;"Training";"Training error";"MTN Training error";17
"404";"RFR";2350;"cm";39,2602506229362;1,56233329255385;"Training";"Training error";"RFR Training error";17
"405";"ANN";2600;"cm";2,60369706189965;0,325984171549091;"Training";"Training error";"ANN Training error";17
"406";"GPR";2600;"cm";0,0624101839444171;0,00883824486157465;"Training";"Training error";"GPR Training error";17
"407";"MTN";2600;"cm";2,11313881081738;0,47228948679303;"Training";"Training error";"MTN Training error";17
"408";"RFR";2600;"cm";40,0355916696366;2,93412301429442;"Training";"Training error";"RFR Training error";17
"409";"ANN";2850;"cm";3,01619968717116;0,976060226337333;"Training";"Training error";"ANN Training error";17
"410";"GPR";2850;"cm";0,0586214697445818;0,00797119630406192;"Training";"Training error";"GPR Training error";17
"411";"MTN";2850;"cm";3,17776608589132;1,87321784771843;"Training";"Training error";"MTN Training error";17
"412";"RFR";2850;"cm";38,2041128957024;2,22154344197243;"Training";"Training error";"RFR Training error";17
"413";"ANN";3100;"cm";2,84749238553493;0,724831179564614;"Training";"Training error";"ANN Training error";17
"414";"GPR";3100;"cm";0,0613194874006338;0,00572136455917937;"Training";"Training error";"GPR Training error";17
"415";"MTN";3100;"cm";2,22018641838537;1,02582007478383;"Training";"Training error";"MTN Training error";17
"416";"RFR";3100;"cm";39,9226602914569;2,45347407548149;"Training";"Training error";"RFR Training error";17
"417";"ANN";3350;"cm";2,32999899694375;0,50005255418545;"Training";"Training error";"ANN Training error";17
"418";"GPR";3350;"cm";0,0579804994859681;0,00646733854795427;"Training";"Training error";"GPR Training error";17
"419";"MTN";3350;"cm";2,28440070619219;0,786322940902972;"Training";"Training error";"MTN Training error";17
"420";"RFR";3350;"cm";38,8152624765067;1,34700575184716;"Training";"Training error";"RFR Training error";17
"421";"ANN";3600;"cm";2,47161436098433;0,733027991634991;"Training";"Training error";"ANN Training error";17
"422";"GPR";3600;"cm";0,0577407457511709;0,00703307703268037;"Training";"Training error";"GPR Training error";17
"423";"MTN";3600;"cm";1,67295192733792;0,377126064064115;"Training";"Training error";"MTN Training error";17
"424";"RFR";3600;"cm";38,9869632102247;2,10307716129206;"Training";"Training error";"RFR Training error";17
"425";"ANN";3850;"cm";2,18570189776039;0,398174935412401;"Training";"Training error";"ANN Training error";17
"426";"GPR";3850;"cm";0,052757973783165;0,00404181421608775;"Training";"Training error";"GPR Training error";17
"427";"MTN";3850;"cm";2,67441027250448;1,80124238338994;"Training";"Training error";"MTN Training error";17
"428";"RFR";3850;"cm";38,3685723792039;2,79767592631439;"Training";"Training error";"RFR Training error";17
"429";"ANN";4000;"cm";2,04328924968723;0,247867500216189;"Training";"Training error";"ANN Training error";17
"430";"GPR";4000;"cm";0,0536641930265538;0,00420552412038854;"Training";"Training error";"GPR Training error";17
"431";"MTN";4000;"cm";1,95224393203153;0,790642649387332;"Training";"Training error";"MTN Training error";17
"432";"RFR";4000;"cm";39,890299373766;2,26943614800334;"Training";"Training error";"RFR Training error";17
"433";"ANN";50;"cw";23,0477120975387;14,0044987469639;"Training";"Training error";"ANN Training error";17
"434";"GPR";50;"cw";5,95306216571223;7,25196682410388;"Training";"Training error";"GPR Training error";17
"435";"MTN";50;"cw";39,7777734559041;22,3878217320654;"Training";"Training error";"MTN Training error";17
"436";"RFR";50;"cw";44,0731854463669;15,6986392192055;"Training";"Training error";"RFR Training error";17
"437";"ANN";100;"cw";21,0996234834657;8,37069722799213;"Training";"Training error";"ANN Training error";17
"438";"GPR";100;"cw";1,30824919520428;0,885183328022937;"Training";"Training error";"GPR Training error";17
"439";"MTN";100;"cw";24,2832997911666;11,7434223479358;"Training";"Training error";"MTN Training error";17
"440";"RFR";100;"cw";38,9868603134436;10,5552706184471;"Training";"Training error";"RFR Training error";17
"441";"ANN";350;"cw";7,88308154985246;2,26887382929942;"Training";"Training error";"ANN Training error";17
"442";"GPR";350;"cw";0,272130719557763;0,129547669905482;"Training";"Training error";"GPR Training error";17
"443";"MTN";350;"cw";9,2278881897934;2,30987337977266;"Training";"Training error";"MTN Training error";17
"444";"RFR";350;"cw";42,6455458638127;11,4722364099744;"Training";"Training error";"RFR Training error";17
"445";"ANN";600;"cw";5,60490796317077;1,725691242592;"Training";"Training error";"ANN Training error";17
"446";"GPR";600;"cw";0,144359319331604;0,0499029467204948;"Training";"Training error";"GPR Training error";17
"447";"MTN";600;"cw";7,33750903461122;3,03956112537379;"Training";"Training error";"MTN Training error";17
"448";"RFR";600;"cw";39,3550522959473;6,63324880042874;"Training";"Training error";"RFR Training error";17
"449";"ANN";850;"cw";4,55627008129899;0,978299840248475;"Training";"Training error";"ANN Training error";17
"450";"GPR";850;"cw";0,116415726443933;0,0333505419512661;"Training";"Training error";"GPR Training error";17
"451";"MTN";850;"cw";4,6540183775101;1,42496632433545;"Training";"Training error";"MTN Training error";17
"452";"RFR";850;"cw";40,6920030293416;5,89804624557902;"Training";"Training error";"RFR Training error";17
"453";"ANN";1100;"cw";3,80098361575635;0,790933893593227;"Training";"Training error";"ANN Training error";17
"454";"GPR";1100;"cw";0,091797306684799;0,0264895212270942;"Training";"Training error";"GPR Training error";17
"455";"MTN";1100;"cw";4,66322056020911;1,49024300522563;"Training";"Training error";"MTN Training error";17
"456";"RFR";1100;"cw";41,1346991618314;4,46927473574904;"Training";"Training error";"RFR Training error";17
"457";"ANN";1350;"cw";4,03833053573038;1,12178144407317;"Training";"Training error";"ANN Training error";17
"458";"GPR";1350;"cw";0,102105995670037;0,0393312152799357;"Training";"Training error";"GPR Training error";17
"459";"MTN";1350;"cw";4,03200412250885;0,661010747643435;"Training";"Training error";"MTN Training error";17
"460";"RFR";1350;"cw";42,2676275127932;5,03862308106545;"Training";"Training error";"RFR Training error";17
"461";"ANN";1600;"cw";3,03828451898819;0,509521374968121;"Training";"Training error";"ANN Training error";17
"462";"GPR";1600;"cw";0,0741279246236411;0,0161267212005144;"Training";"Training error";"GPR Training error";17
"463";"MTN";1600;"cw";2,48084967956229;0,364087661761949;"Training";"Training error";"MTN Training error";17
"464";"RFR";1600;"cw";43,1694421066959;3,08520335580904;"Training";"Training error";"RFR Training error";17
"465";"ANN";1850;"cw";2,78697628059048;0,538753475787374;"Training";"Training error";"ANN Training error";17
"466";"GPR";1850;"cw";0,0743971665012082;0,0318688912492447;"Training";"Training error";"GPR Training error";17
"467";"MTN";1850;"cw";2,25522576323739;0,558110821381583;"Training";"Training error";"MTN Training error";17
"468";"RFR";1850;"cw";42,0986378518571;2,5334745127666;"Training";"Training error";"RFR Training error";17
"469";"ANN";2100;"cw";3,03694733377649;1,11966487263046;"Training";"Training error";"ANN Training error";17
"470";"GPR";2100;"cw";0,0716681005117741;0,0167179755969667;"Training";"Training error";"GPR Training error";17
"471";"MTN";2100;"cw";2,07970269274445;0,361754924012607;"Training";"Training error";"MTN Training error";17
"472";"RFR";2100;"cw";43,9343601048716;4,0149303968146;"Training";"Training error";"RFR Training error";17
"473";"ANN";2350;"cw";2,52409040076639;0,54362345031152;"Training";"Training error";"ANN Training error";17
"474";"GPR";2350;"cw";0,0615935375964796;0,0107935762759167;"Training";"Training error";"GPR Training error";17
"475";"MTN";2350;"cw";2,12737185386475;0,454762932001981;"Training";"Training error";"MTN Training error";17
"476";"RFR";2350;"cw";43,014043673811;3,89826031522709;"Training";"Training error";"RFR Training error";17
"477";"ANN";2600;"cw";2,41313050851876;0,320238238731041;"Training";"Training error";"ANN Training error";17
"478";"GPR";2600;"cw";0,0597661962928007;0,00737445927007266;"Training";"Training error";"GPR Training error";17
"479";"MTN";2600;"cw";2,15161975456168;0,459524473627334;"Training";"Training error";"MTN Training error";17
"480";"RFR";2600;"cw";42,8240953432434;2,45820276093743;"Training";"Training error";"RFR Training error";17
"481";"ANN";2850;"cw";2,41025065061584;0,565623328214575;"Training";"Training error";"ANN Training error";17
"482";"GPR";2850;"cw";0,0564536450707229;0,00769178299282529;"Training";"Training error";"GPR Training error";17
"483";"MTN";2850;"cw";2,55081069187628;1,54546940994016;"Training";"Training error";"MTN Training error";17
"484";"RFR";2850;"cw";43,9237149036558;1,89709967550746;"Training";"Training error";"RFR Training error";17
"485";"ANN";3100;"cw";2,37217565850858;0,407271858336982;"Training";"Training error";"ANN Training error";17
"486";"GPR";3100;"cw";0,0565611208653092;0,00674779256821272;"Training";"Training error";"GPR Training error";17
"487";"MTN";3100;"cw";2,09131425304994;0,742949637102279;"Training";"Training error";"MTN Training error";17
"488";"RFR";3100;"cw";43,6633170284633;1,48003633218865;"Training";"Training error";"RFR Training error";17
"489";"ANN";3350;"cw";1,97881944585769;0,443143660725973;"Training";"Training error";"ANN Training error";17
"490";"GPR";3350;"cw";0,051083345064329;0,00600163122573902;"Training";"Training error";"GPR Training error";17
"491";"MTN";3350;"cw";1,91114042501279;0,380520306693814;"Training";"Training error";"MTN Training error";17
"492";"RFR";3350;"cw";44,2053221887757;3,09385207746242;"Training";"Training error";"RFR Training error";17
"493";"ANN";3600;"cw";2,22263046482452;0,316938646010307;"Training";"Training error";"ANN Training error";17
"494";"GPR";3600;"cw";0,05203467654191;0,00421539164163055;"Training";"Training error";"GPR Training error";17
"495";"MTN";3600;"cw";1,56713491959042;0,223613248109065;"Training";"Training error";"MTN Training error";17
"496";"RFR";3600;"cw";44,8545760489809;2,27633687064047;"Training";"Training error";"RFR Training error";17
"497";"ANN";3850;"cw";1,92344654959352;0,319512642865921;"Training";"Training error";"ANN Training error";17
"498";"GPR";3850;"cw";0,0481035925327099;0,00543816643283399;"Training";"Training error";"GPR Training error";17
"499";"MTN";3850;"cw";2,30018817112294;1,32459185248739;"Training";"Training error";"MTN Training error";17
"500";"RFR";3850;"cw";43,5908537876948;2,75841222871959;"Training";"Training error";"RFR Training error";17
"501";"ANN";4000;"cw";1,97936605312666;0,60530597041513;"Training";"Training error";"ANN Training error";17
"502";"GPR";4000;"cw";0,0492389676170843;0,00329126791906864;"Training";"Training error";"GPR Training error";17
"503";"MTN";4000;"cw";1,7390419140424;0,570290319234808;"Training";"Training error";"MTN Training error";17
"504";"RFR";4000;"cw";43,926127711613;2,33508046061703;"Training";"Training error";"RFR Training error";17
"505";"ANN";50;"lai";24,8202979553862;10,3423028050466;"Training";"Training error";"ANN Training error";17
"506";"GPR";50;"lai";9,49014268191521;16,7054328880089;"Training";"Training error";"GPR Training error";17
"507";"MTN";50;"lai";22,7539581609776;8,9790778443537;"Training";"Training error";"MTN Training error";17
"508";"RFR";50;"lai";43,7566847579929;40,0638133268602;"Training";"Training error";"RFR Training error";17
"509";"ANN";100;"lai";32,052377433833;18,4162394715903;"Training";"Training error";"ANN Training error";17
