;B2;B3;B4;B5;B6;B7;B8A;B11;B12;cab;cw;cm;lai;car
0;0,021079512233886433;0,028427438668438866;0,018147214019320117;0,04298469309713842;0,3434306221624781;0,5467532140218929;0,5509749043645089;0,28074268378312806;0,10711677713488732;76,4064339752063;0,008492147764975066;0,00434113639792349;4,210455957718153;32,465581991803155
1;0,021306990381549;0,02501233008058711;0,01825575968323642;0,03394831075216539;0,30431702162005236;0,5243835721631024;0,5287133793930565;0,29641541063616966;0,11161492169869588;96,53791333106275;0,005808671887745856;0,006532146194169745;4,7439912100482;27,61506210394692
2;0,02195780165129092;0,02759946560672459;0,018972969197533322;0,04125111537424017;0,35759623197214285;0,642664852047138;0,6485293291862586;0,34719380730942107;0,15178881123817295;82,93436850466891;0,0061852479199366065;0,003099315411202591;7,262260527070564;47,140107767345384
3;0,022439339063964808;0,030386287180488903;0,01877668749938451;0,04442267632204884;0,3546097017093162;0,5889939766080975;0,5940015211257808;0,3620386321701612;0,15755887561777732;75,93086514262453;0,0040041646913374284;0,004797697477824459;6,449383116295653;17,439446301797094
4;0,026722632994198383;0,03926346428658408;0,02420001575283513;0,05865991343351438;0,27242759344604484;0,349770219576698;0,35682233590657175;0,26502221921151703;0,1463928242791863;61,26223072000747;0,006840344134483779;0,002425731033295259;1,197781497028339;9,456772368603483
5;0,021142745123399868;0,026380784619051544;0,018676646185929794;0,03754569297169521;0,2827589037235551;0,4231721327516097;0,4288074788182796;0,3025708043433662;0,1427967794230278;88,15318768106539;0,00442323846935868;0,0050325451502570215;2,059030804866329;26,96159750714315
6;0,024440334840074313;0,03695806158227325;0,024165000727641946;0,057186888448187784;0,2690144671032644;0,34686718779857;0,35387376599815984;0,26344149842115;0,1434939143905605;62,9480525627858;0,006618272116343857;0,0029132107657848837;1,1985013005312268;25,438120683318054
7;0,029114885000123148;0,032462095643079954;0,030789676691781405;0,04198601911943557;0,19390327075816566;0,27763818866101697;0,2856795832670998;0,24593550200596034;0,14139374943824326;117,90453309463165;0,003357424924592559;0,006494503294418368;0,8424422449672412;12,231446184689858
8;0,022204989854099997;0,02300265870648655;0,019172767305666978;0,028039575828989107;0,27597119695804645;0,5546173667835785;0,5601001583646028;0,34255742553273805;0,13622025283324532;126,60319402062454;0,0032757527387292703;0,007132749875165293;8,182448687655901;56,27373775078296
9;0,02245847844611178;0,036291015052387084;0,019577795980832112;0,0605698381722492;0,35788901945459783;0,5092914406546402;0,5120059548901389;0,2750593679357401;0,09151688251172518;56,396423777919104;0,005336237929535949;0,009896732293413566;8,92449318586356;45,088867286492494
10;0,02327045505950188;0,02469952217628665;0,018213692332898764;0,0314033480436894;0,3082016636482567;0,5746127066719183;0,5803373972192815;0,3442104687173364;0,15284107613489806;105,79872960800242;0,005414556120884327;0,00356110929807552;4,620160539038552;6,547469809374114
11;0,022818613539719364;0,031075349126528356;0,01969450965625593;0,047730287914472674;0,37715452247170783;0,6541079312462847;0,6603924605362843;0,3903119229139433;0,18000125303340034;73,99628529010144;0,0041448741193003125;0,0036576171904197114;10,091523766771637;37,409573426467105
12;0,023551057200729093;0,030545291929514704;0,01943148333677103;0,04320262280319328;0,32432366674275814;0,5150149917710749;0,5185971000553548;0,31260479164375693;0,11251425008159859;78,73339189236582;0,0030527748029335203;0,009579356148718122;9,049617252139678;14,228191217010309
13;0,022503655168956978;0,023754847151882714;0,0193786672102066;0,029025881970245113;0,2743691539332979;0,525544357370731;0,5303485456329827;0,3351215836733573;0,12694839507638994;121,99719323341199;0,0023136843137111767;0,008917126707654547;9,017811934363289;35,673208204799764
14;0,020951372716294565;0,08040481795544767;0,02705632310885672;0,15984527942114368;0,44340910173694725;0,5050961754332188;0,5084373446656447;0,3504783693777161;0,1487774205700636;18,59536304194432;0,002201854618302529;0,006928432395497751;4,135125559336075;51,27515356237697
15;0,0230348051975796;0,08440229631802086;0,026926697237569283;0,15386908872985347;0,45546309743450686;0,53417983414442;0,5365879104825052;0,3071348595589051;0,1109272293892097;20,542645263886428;0,004172402320051805;0,008731257894001672;9,948036914733061;29,783216963903644
