;Model;NoiseLevel;NoiseType;OutOfBag;KFold_tr_samples;KFold_vl_samples;Variable;Fold_nr;ExplVar;Max_err;Mean_abs_Err;Mean_sqr_err;Median_abs_err;r2;MAPE;ModelName
28;RFR;0,5;Inverted;200;1620;180;lai;1;0,002898543936036835;5,549435863384268;2,4305583660855095;8,156538826186232;2,5392298053219875;-0,0028334776408869278;87,36323275662052;Not stored
29;GPR;0,5;Inverted;200;1620;180;lai;1;-0,00387772429108435;6,567975420319822;2,4234934978042344;8,25521532623999;2,2894514717652803;-0,014965596400948078;82,34050940525319;Not stored
30;ANN;0,5;Inverted;200;1620;180;lai;1;-0,20643487536923044;9,434290410269378;2,664700253367541;10,135489370125677;2,6448180633785325;-0,2461422999671874;85,559309799839;Not stored
31;MTN;0,5;Inverted;200;1620;180;lai;1;-0,20741777785482163;8,320742680191044;2,6068043036050006;9,856186856069796;2,2624148076252597;-0,21180250002836143;90,08141954313983;Not stored
32;RFR;0,5;Combined;200;1620;180;cab;2;0,05363252765649951;63,94381622348247;29,347975996245683;1160,6167032634628;30,017222789654983;0,04295902898890913;73,5889526327486;Not stored
33;GPR;0,5;Combined;200;1620;180;cab;2;0,09401515793857007;73,91515160478914;28,32766668315162;1103,6434878862096;29,139072802983343;0,08993896751034625;69,6612465123381;Not stored
34;ANN;0,5;Combined;200;1620;180;cab;2;-0,012488938183020215;89,83783836609987;29,72737553057938;1238,5900828870065;30,66112892067963;-0,021337580510250254;74,26629292809072;Not stored
35;MTN;0,5;Combined;200;1620;180;cab;2;0,056730954405114775;73,67694952469338;28,985849534399453;1165,898093624344;28,663794717262626;0,03860401070849495;73,70468339960007;Not stored
36;RFR;0,5;Inverted;200;1620;180;cab;2;-0,008959284124436806;66,18321177568791;29,814434360836742;1225,3436677460472;29,85692753968064;-0,010414627244738073;73,73134259483051;Not stored
37;GPR;0,5;Inverted;200;1620;180;cab;2;-0,0592092572508911;76,39417384685524;30,225694963913682;1285,917696774165;29,893590015093316;-0,06036378565002076;73,82715362012176;Not stored
38;ANN;0,5;Inverted;200;1620;180;cab;2;-0,16610780454336038;91,90205565413854;32,4067792655367;1414,2796702588255;32,33743545022939;-0,16621067497983333;75,2876892322483;Not stored
39;MTN;0,5;Inverted;200;1620;180;cab;2;-0,06638177499661757;80,85044517432351;30,568167578771572;1293,2158369655087;29,463154796521152;-0,06638180965024332;73,15394912080434;Not stored
40;RFR;0,5;Combined;200;1620;180;cw;2;0,013187396318471656;0,004111291585133538;0,0018894072361664565;4,77086808111357e-06;0,0017034161089990066;0,00963370544565012;37,23801015225561;Not stored
41;GPR;0,5;Combined;200;1620;180;cw;2;-0,01596509298166393;0,004449187368486959;0,0019002502965916625;4,9110192391862635e-06;0,00174739612508063;-0,019459738501673707;37,49999858387045;Not stored
42;ANN;0,5;Combined;200;1620;180;cw;2;-0,021470163269255327;0,004791659472104092;0,0018950209026729178;4,923195055311618e-06;0,0017142477490390494;-0,021987269696044587;37,94994422699515;Not stored
43;MTN;0,5;Combined;200;1620;180;cw;2;-0,008604291971797684;0,0041641929406532625;0,0019067087741859606;4,894561696566344e-06;0,001800248097453501;-0,016043380047646716;37,03941625223362;Not stored
44;RFR;0,5;Inverted;200;1620;180;cw;2;-0,0069589515186785356;0,004273039722373855;0,001908256425942669;4,884580972102622e-06;0,0016950444991216157;-0,013971519552649081;37,52843500265601;Not stored
45;GPR;0,5;Inverted;200;1620;180;cw;2;-0,06009189128210646;0,004845559982573833;0,0019353659751247727;5,137534651606527e-06;0,001894342748006374;-0,06648120835664106;37,73413427472084;Not stored
46;ANN;0,5;Inverted;200;1620;180;cw;2;-0,1448103122509543;0,005078327737434635;0,0019840026575890122;5,530825502175085e-06;0,001986533668223119;-0,14812295483494586;38,880224043376124;Not stored
47;MTN;0,5;Inverted;200;1620;180;cw;2;-0,05720962277137587;0,0050238720827227926;0,0019119846071194947;5,149670642373665e-06;0,001812516207647697;-0,06900047235691287;37,10099225921938;Not stored
48;RFR;0,5;Combined;200;1620;180;cm;2;-0,012793442565322444;0,004567877565490017;0,002054195250004662;5,548522434797433e-06;0,0019861885388488287;-0,016373203379962842;47,325297369966066;Not stored
49;GPR;0,5;Combined;200;1620;180;cm;2;-0,008674739715473834;0,004905284995815981;0,002037618886451734;5,531028950928223e-06;0,0019659437469220246;-0,013168763198389666;47,17597938459785;Not stored
50;ANN;0,5;Combined;200;1620;180;cm;2;-0,09445922867874601;0,006023113190186462;0,0020782311692628215;6,002936848156781e-06;0,0018961858652828513;-0,09961241497106244;48,490560258526315;Not stored
51;MTN;0,5;Combined;200;1620;180;cm;2;-0,18546737266891666;0,005783071822024668;0,0022010716320628263;6,483000380720562e-06;0,001970362107360359;-0,18755000847483005;50,373638553287;Not stored
52;RFR;0,5;Inverted;200;1620;180;cm;2;0,04128357474541089;0,004493924270064283;0,001986641616160813;5,245520195151214e-06;0,0020209395040942557;0,039130466391496754;45,45876494007485;Not stored
53;GPR;0,5;Inverted;200;1620;180;cm;2;0,012256307266699129;0,0050117551019224485;0,0020266032353274477;5,399324900040009e-06;0,0020758641582358417;0,010956662925846405;45,6561828633374;Not stored
54;ANN;0,5;Inverted;200;1620;180;cm;2;-0,04410369501660494;0,00639003772908072;0,0020410292801610022;5,7150764938482195e-06;0,0020814350861541615;-0,04688242173902357;46,3981768685143;Not stored
55;MTN;0,5;Inverted;200;1620;180;cm;2;-0,036300317314751585;0,005283585695283982;0,0020435012414013404;5,657643312506731e-06;0,001980883880012722;-0,036361864746361494;45,5497967841824;Not stored
