;Model;Epochs;ValidType;Variable;Fold_nr;ExplVar;Max_err;Mean_abs_Err;Mean_sqr_err;Median_abs_err;r2;MAPE;Training_time;ModelName
222;MTN_optimized;250;Training;lai;4;0,9719496775456261;1,9779045795163661;0,3446354625187977;0,27362779144949045;0,20164821575338798;0,9657186972493748;8,111648486191218;25,30951476097107;not stored
223;MTN_optimized;250;Validation;lai;4;0,9738808972172743;1,823908411034596;0,372740414288548;0,2950192898224709;0,2321881954556121;0,9645069618175771;7,975198848988069;25,30951476097107;not stored
224;ANN_optimized;250;Training;cab;5;0,9953160680570632;14,758518542346025;1,8358070662135253;5,9835204351959295;1,4698419234957107;0,9953078249588135;4,104317095611551;12,064625978469849;not stored
225;ANN_optimized;250;Validation;cab;5;0,9966251690750291;7,541150375216006;1,6182436642589857;4,37289198193417;1,3486047961343814;0,9966115869059079;3,4005517323151775;12,064625978469849;not stored
226;MTN_optimized;250;Training;cab;5;0,9966695044907236;16,615887011584306;1,349563890537846;4,260532501238509;1,0206014378048565;0,9966589628161234;2,682418564302719;24,40395426750183;not stored
227;MTN_optimized;250;Validation;cab;5;0,9975245493641873;8,3909047087121;1,2967583840235342;3,2324061877269243;0,9145656666989268;0,9974953125992667;2,414110901601018;24,40395426750183;not stored
228;ANN_optimized;250;Training;cw;5;0,9817583258833228;0,0018937900968690339;0,00021944493004568379;9,400541228179312e-08;0,00015607059400908445;0,9817496653376732;4,606426912102233;12,064625978469849;not stored
229;ANN_optimized;250;Validation;cw;5;0,9824319196734372;0,00133329743350325;0,00023518128487110373;9,350262133970793e-08;0,00019394959804159596;0,9823742890714464;5,249225654181377;12,064625978469849;not stored
230;MTN_optimized;250;Training;cw;5;0,9782158059015565;0,0019276148014564934;0,000243926113302646;1,1370998194438882e-07;0,00018293998237485206;0,9779241942079736;5,0655207046133714;24,40395426750183;not stored
231;MTN_optimized;250;Validation;cw;5;0,9777537241362328;0,0014928432350832022;0,0002595795347301842;1,1837226672572738e-07;0,0002052382750951159;0,9776862367560247;5,561876151905102;24,40395426750183;not stored
232;ANN_optimized;250;Training;cm;5;0,9844933275520571;0,0015401722049765178;0,00021335916330163539;8,887167293950645e-08;0,00015703819362023266;0,9837843432092028;4,861025715266747;12,064625978469849;not stored
233;ANN_optimized;250;Validation;cm;5;0,9841292836590974;0,0012758516051520757;0,00022816631955604834;9,24437252065258e-08;0,00017040407268576873;0,9840682374867289;4,477591845163447;12,064625978469849;not stored
234;MTN_optimized;250;Training;cm;5;0,9859912464237812;0,0017962472631089278;0,00028892379295396574;1,297653573615379e-07;0,0002689422465904038;0,97632282111149;5,988895649717369;24,40395426750183;not stored
235;MTN_optimized;250;Validation;cm;5;0,9849815678836202;0,001280639534508174;0,0003082328688931222;1,3072523192991403e-07;0,00027974010706677873;0,977470798099635;5,905241572745018;24,40395426750183;not stored
236;ANN_optimized;250;Training;lai;5;0,9619195660060593;2,705227992354521;0,45972162257093807;0,35642128239147347;0,35125190335582546;0,9592450425289384;11,355566201858768;12,064625978469849;not stored
237;ANN_optimized;250;Validation;lai;5;0,9750769670443682;1,3525125260675015;0,401186269687566;0,2410700420262733;0,3792502591487342;0,9709974618560515;11,235113305393064;12,064625978469849;not stored
238;MTN_optimized;250;Training;lai;5;0,9677438356700246;2,337180754958281;0,42736776113985414;0,2910060735842691;0,34692418343745457;0,9667249383281181;9,45923961830939;24,40395426750183;not stored
239;MTN_optimized;250;Validation;lai;5;0,9755841443419377;1,3218944129020063;0,3834407080452884;0,2190567099071832;0,3588135271384778;0,9736458311809706;9,727715569292581;24,40395426750183;not stored
240;ANN_optimized;350;Training;cab;1;0,9951130319410714;11,351406289665562;1,9169587807238615;6,572084695966982;1,527869272354005;0,9950145609766257;3,965572269225812;16,35675597190857;not stored
241;ANN_optimized;350;Validation;cab;1;0,9953669622305109;10,480210586397646;2,019426788455477;6,312333215705114;1,806317936452995;0,9951087763862607;4,185872492923227;16,35675597190857;not stored
242;MTN_optimized;350;Training;cab;1;0,9987256161417252;6,911045266716343;0,8699483935491866;1,6800543806936346;0,5443877003232629;0,9987255476673876;1,8328932963643692;35,281410694122314;not stored
243;MTN_optimized;350;Validation;cab;1;0,9985541981712532;8,286492629854678;0,8956579052050513;1,86694255823557;0,5734366741908623;0,9985533663679831;1,7372860564911288;35,281410694122314;not stored
244;ANN_optimized;350;Training;cw;1;0,9812203218738821;0,0022644239390924997;0,00028173084719964193;1,5310046497889192e-07;0,00023223095304165725;0,9719281913862596;5,939476011225884;16,35675597190857;not stored
245;ANN_optimized;350;Validation;cw;1;0,9785520038495382;0,002164896780796627;0,00031046604315022;1,8724106772300885e-07;0,00023424431145589513;0,9647041239448337;6,393141925634191;16,35675597190857;not stored
246;MTN_optimized;350;Training;cw;1;0,9903918157737338;0,00117053377356602;0,00018109101507490165;6,162082913151873e-08;0,00013739651745496833;0,9887014835504354;3,838629357020948;35,281410694122314;not stored
247;MTN_optimized;350;Validation;cw;1;0,9907849010769848;0,0009980052413272656;0,0001847106465268869;5,532925084039699e-08;0,00016183555788977944;0,9895701599887433;3,839445735213541;35,281410694122314;not stored
248;ANN_optimized;350;Training;cm;1;0,9837102076763109;0,0016480190704933166;0,00021891621275497677;9,339645185074414e-08;0,00015829274966209974;0,9802614284598209;4,263949360465253;16,35675597190857;not stored
249;ANN_optimized;350;Validation;cm;1;0,987554849598772;0,0014563131283591314;0,00022160192715996142;9,749456561218703e-08;0,00017769429784803264;0,983197775055064;4,209764922767402;16,35675597190857;not stored
250;MTN_optimized;350;Training;cm;1;0,9835621615711007;0,001251605807559824;0,000193929208584771;8,111994053903051e-08;0,00012133826850035815;0,9828559681022617;3,6580970886609734;35,281410694122314;not stored
251;MTN_optimized;350;Validation;cm;1;0,9872801190798963;0,0012712556074927373;0,00019530716929966124;7,518867797555849e-08;0,00014358441571735766;0,9870419743631355;3,871818380453344;35,281410694122314;not stored
252;ANN_optimized;350;Training;lai;1;0,9776174821337855;1,282862700364083;0,3558048817243974;0,20041119068303057;0,3053921264113346;0,9760096119378148;8,319846600295557;16,35675597190857;not stored
253;ANN_optimized;350;Validation;lai;1;0,9749180124063871;1,4339572663629117;0,3661220978136885;0,21327253416401867;0,3216520750672154;0,9743417110016749;8,999146132908667;16,35675597190857;not stored
254;MTN_optimized;350;Training;lai;1;0,9941078365658653;0,891083342040055;0,16250138725780658;0,04970216470483736;0,11960045862562835;0,9940503610864448;3,7973336150080117;35,281410694122314;not stored
255;MTN_optimized;350;Validation;lai;1;0,9934398634988396;1,0228988404595913;0,17186259535515813;0,05706649147222184;0,12525813320581047;0,9931344721154359;3,9351849200020874;35,281410694122314;not stored
256;ANN_optimized;350;Training;cab;2;0,997889735756784;12,073486200566094;1,2483788567565746;3,444152243332475;0,8683303504749151;0,9973161911240287;2,5010667873010077;16,828952074050903;not stored
257;ANN_optimized;350;Validation;cab;2;0,9985176636508734;6,038070959131957;1,2022451275499348;2,6953247986597897;0,8368612059819185;0,9979114796618941;2,30352780615389;16,828952074050903;not stored
258;MTN_optimized;350;Training;cab;2;0,9972434213392362;14,192832819218438;1,2570822116688607;3,5413656239732627;0,8601112934765922;0,997240438916985;2,246711722246279;34,83672642707825;not stored
259;MTN_optimized;350;Validation;cab;2;0,9982298696561405;6,542146011202334;1,116321001617113;2,363613717515916;0,7200741429741413;0,9981685118903247;2,130720782183055;34,83672642707825;not stored
260;ANN_optimized;350;Training;cw;2;0,9880887538677134;0,0009190943072227807;0,0001967887284833945;6,432044261254708e-08;0,00015972047666705882;0,9878665522937089;3,945165340059098;16,828952074050903;not stored
261;ANN_optimized;350;Validation;cw;2;0,9881059836460058;0,0009014210367429055;0,00019317628459383906;6,518645978333166e-08;0,00015668806657490866;0,987712026891498;3,7428766428918605;16,828952074050903;not stored
262;MTN_optimized;350;Training;cw;2;0,9645410160058063;0,002102260858753497;0,00034452392675380494;2,1891627760483753e-07;0,0002686163432523885;0,9587034992533455;8,030477455697532;34,83672642707825;not stored
263;MTN_optimized;350;Validation;cw;2;0,9648294814217536;0,002165259996600727;0,00035549134658974105;2,2875374796329544e-07;0,0002595252802755647;0,9568787764700669;7,705100131847033;34,83672642707825;not stored
264;ANN_optimized;350;Training;cm;2;0,9842925630206696;0,0014318987136790993;0,00022524192380646976;8,474016673339204e-08;0,00019174755265402707;0,9841672854018618;4,394490855399466;16,828952074050903;not stored
265;ANN_optimized;350;Validation;cm;2;0,9858583979558724;0,0011721663724975281;0,0002254672216168778;8,221782679549547e-08;0,00019594818965495715;0,9858305700258536;4,401375437302887;16,828952074050903;not stored
266;MTN_optimized;350;Training;cm;2;0,9858788728131775;0,0015061873593952488;0,00023487618267039015;1,0344734973131037e-07;0,00018474828580487346;0,9806720658293888;4,556527393440862;34,83672642707825;not stored
267;MTN_optimized;350;Validation;cm;2;0,9873349338665395;0,001684316023101061;0,000225556093623685;1,049373387364197e-07;0,00016610452980769927;0,9819150866563595;4,187148152949585;34,83672642707825;not stored
268;ANN_optimized;350;Training;lai;2;0,9708789976069252;1,6789487646284682;0,4061627713141806;0,2636196910835016;0,3292550417549922;0,9661971212416344;10,17124922185381;16,828952074050903;not stored
269;ANN_optimized;350;Validation;lai;2;0,9755090292110438;1,489021047624746;0,3783071375590488;0,22611598847866507;0,3093884298133726;0,9727965469052585;10,607765260124147;16,828952074050903;not stored
270;MTN_optimized;350;Training;lai;2;0,9827281728795084;2,343067138932815;0,30907821393448653;0,1970559315775796;0,21254091230864125;0,9747323208810535;6,485098405654682;34,83672642707825;not stored
271;MTN_optimized;350;Validation;lai;2;0,9863777709230552;1,441719776061186;0,3114230713634666;0,18582280965325226;0,2176548763586983;0,9776441191958777;6,6775558148260545;34,83672642707825;not stored
272;ANN_optimized;350;Training;cab;3;0,9931358827641967;17,59603078308197;2,3018771524632435;8,92545398203768;2,0060909190524363;0,9928728589884451;4,9015307124606045;17,213057041168213;not stored
273;ANN_optimized;350;Validation;cab;3;0,9944867317140421;12,33112458786249;2,2266235917694597;7,968703332535746;1,994499744420608;0,9938253085540529;4,657433861131379;17,213057041168213;not stored
274;MTN_optimized;350;Training;cab;3;0,9969491844472298;11,616130750240472;1,3317551917759312;3,8772573288641814;0,9210126581125735;0,9969039379087593;2,256893320928416;33,293052196502686;not stored
275;MTN_optimized;350;Validation;cab;3;0,9973374092601476;9,192754073946475;1,3024258828958122;3,6523408591686053;0,8077685740891383;0,9971699187534423;2,279787490373314;33,293052196502686;not stored
276;ANN_optimized;350;Training;cw;3;0,9860708634534104;0,001504244390721179;0,00024976716792223045;9,39599347951031e-08;0,00023788868679887765;0,9818790952241816;5,059985317688956;17,213057041168213;not stored
277;ANN_optimized;350;Validation;cw;3;0,9880939222608349;0,0011639115104305543;0,0002456016640533475;9,045780586168918e-08;0,00022024420650480075;0,9829482519901048;5,090810463833741;17,213057041168213;not stored
278;MTN_optimized;350;Training;cw;3;0,9793089910178444;0,0013128832807788155;0,00039593331651795215;2,266612452186059e-07;0,0003510231522231258;0,9562866146093916;7,732669439662438;33,293052196502686;not stored
279;MTN_optimized;350;Validation;cw;3;0,9760565268465002;0,0017086274159925975;0,000422779186539287;2,747706516291982e-07;0,0003595511787972206;0,9482043603925162;8,589897628669934;33,293052196502686;not stored
280;ANN_optimized;350;Training;cm;3;0,9847446639763524;0,001727444805599207;0,0003306977763859464;1,5402358679059462e-07;0,00032592081989926995;0,9712341485538597;6,522408681135731;17,213057041168213;not stored
281;ANN_optimized;350;Validation;cm;3;0,9894908465591631;0,0013538182058085851;0,00033421755625378684;1,5690959562491574e-07;0,0003358743477295187;0,972958181769885;6,193058955433211;17,213057041168213;not stored
282;MTN_optimized;350;Training;cm;3;0,9891974257538623;0,0010780196044812146;0,0004606994014238487;2,5223225149246854e-07;0,0004749502296427879;0,9528924392195695;8,763569929862385;33,293052196502686;not stored
283;MTN_optimized;350;Validation;cm;3;0,9911884131920755;0,0011862872444738798;0,00044354135903909396;2,414253818896798e-07;0,0004343612707498881;0,9583927211895756;7,894572774510067;33,293052196502686;not stored
284;ANN_optimized;350;Training;lai;3;0,9690941475908347;2,4373717284028302;0,4201508609255611;0,3523743764897339;0,27470736983258726;0,9585604891966127;9,425798519030987;17,213057041168213;not stored
285;ANN_optimized;350;Validation;lai;3;0,9681791841197092;1,9945279832208218;0,43780410179203344;0,36202195452861763;0,30388836695687704;0,9564460376042134;9,968008294346252;17,213057041168213;not stored
286;MTN_optimized;350;Training;lai;3;0,9576515159704416;2,8258619921655868;0,5521080492891884;0,6316436949270211;0,33177186719685725;0,9257181921666137;8,172622004676741;33,293052196502686;not stored
287;MTN_optimized;350;Validation;lai;3;0,9536889479649638;2,5495064314872113;0,5571046118821328;0,6632973924482443;0,2961265742618666;0,920200337779154;8,51395696029967;33,293052196502686;not stored
288;ANN_optimized;350;Training;cab;4;0,9968830482455612;10,343940560447322;1,470838207507269;4,016168475714724;1,16505423988;0,9966912879443358;3,3221887525283593;16,78083872795105;not stored
289;ANN_optimized;350;Validation;cab;4;0,997743816110097;7,553742690889834;1,3243725105530215;2,9958735996573522;1,0951823101220377;0,9976785940802421;2,7265178192263653;16,78083872795105;not stored
290;MTN_optimized;350;Training;cab;4;0,9974083572664612;11,244347440306527;1,0900054155204981;3,179056809768678;0,6263760677461185;0,9973809406513379;2,0384891126536284;34,32298517227173;not stored
291;MTN_optimized;350;Validation;cab;4;0,9983966221361386;7,342229171602725;0,9867839867107133;2,0715364204459856;0,62272796512379;0,9983948331765508;1,6810501447890158;34,32298517227173;not stored
292;ANN_optimized;350;Training;cw;4;0,9903342734932439;0,000988903155878722;0,00020307509604606971;6,956815866301413e-08;0,0001670204285933838;0,9862959077167733;3,7396522822696086;16,78083872795105;not stored
293;ANN_optimized;350;Validation;cw;4;0,9872862537915199;0,0011248185468691386;0,00023006726053031646;9,545789342690804e-08;0,00017729064137577463;0,982005710521435;4,551301204485606;16,78083872795105;not stored
294;MTN_optimized;350;Training;cw;4;0,9828176068225479;0,0015675244431878187;0,0002436105672401042;1,0525663955852375e-07;0,00018952940265948965;0,9792657053218916;4,516269501933247;34,32298517227173;not stored
295;MTN_optimized;350;Validation;cw;4;0,9900727524444649;0,0006911424158315294;0,00019055586902254332;5,761797891227043e-08;0,00017661178193537378;0,9891387233208627;3,8483866685829047;34,32298517227173;not stored
296;ANN_optimized;350;Training;cm;4;0,9886070712784238;0,001362744113770225;0,00025243524743634574;9,777037502913658e-08;0,00022579445211603415;0,9797507719158719;5,1026744792879954;16,78083872795105;not stored
297;ANN_optimized;350;Validation;cm;4;0,9885226284209823;0,0012544449966745072;0,0002795841829685105;1,195348958438217e-07;0,00024809428442446307;0,979399341941513;5,4785661137161785;16,78083872795105;not stored
298;MTN_optimized;350;Training;cm;4;0,9833143616201593;0,001951750708820494;0,00020546805371887908;8,892228755069151e-08;0,0001389013036368885;0,9815832998304468;4,408861080201822;34,32298517227173;not stored
299;MTN_optimized;350;Validation;cm;4;0,9876596398412939;0,0011554811538109413;0,00020069103704525602;7,332343575562609e-08;0,00016253787186853042;0,9873634304274741;4,303679893620787;34,32298517227173;not stored
300;ANN_optimized;350;Training;lai;4;0,9807272562721258;1,4964626885464298;0,3414184950588885;0,21195582601479876;0,25611347369735726;0,973445234481186;7,83136048849715;16,78083872795105;not stored
301;ANN_optimized;350;Validation;lai;4;0,9805447500527563;1,5007398184806195;0,3423030492172808;0,21566767414147237;0,24331199220732058;0,9740535576584709;7,778059369134883;16,78083872795105;not stored
302;MTN_optimized;350;Training;lai;4;0,9912393389733327;0,8330877095373239;0,2030403201895223;0,07147782963458212;0,15291950201869886;0,991044940630188;5,1128931133823805;34,32298517227173;not stored
303;MTN_optimized;350;Validation;lai;4;0,9929911540206086;0,875319647344357;0,18345623879943204;0,058628703375841355;0,14878436094413927;0,9929465262805125;4,805114563901968;34,32298517227173;not stored
304;ANN_optimized;350;Training;cab;5;0,9984582687302003;11,451023425158525;1,1068570946306002;2,4294702183025354;0,8350065675419671;0,9980948507412841;2,4795312606799116;16,4543240070343;not stored
305;ANN_optimized;350;Validation;cab;5;0,9984131628896974;6,110566421358584;1,138343893971755;2,317422636300756;0,8985278403539283;0,9982043038707958;2,489136277278687;16,4543240070343;not stored
306;MTN_optimized;350;Training;cab;5;0,9982792221492447;11,824428881701493;1,0190904384547916;2,3057031657677505;0,7018834533136307;0,9981919067605816;1,7486691532860834;34,42604112625122;not stored
307;MTN_optimized;350;Validation;cab;5;0,99879964920115;6,380286311100903;0,9631464866677004;1,839874316627304;0,701676280167419;0,9985743406762162;1,5657877816984715;34,42604112625122;not stored
308;ANN_optimized;350;Training;cw;5;0,9864284142858586;0,0017009206422467652;0,00020628066655810226;8,652028797139326e-08;0,00015257226120418124;0,9832028372385039;4,168899995588907;16,4543240070343;not stored
309;ANN_optimized;350;Validation;cw;5;0,9862153484814832;0,0012283406389730967;0,00020861657380026269;8,306132442575148e-08;0,00015522824758402564;0,9843425256672523;4,610170113167802;16,4543240070343;not stored
310;MTN_optimized;350;Training;cw;5;0,9917320820122556;0,0012944470770107578;0,00014554110429089255;4,3433731614731006e-08;0,00010861999633190924;0,9915677180881206;2,7940932251209407;34,42604112625122;not stored
311;MTN_optimized;350;Validation;cw;5;0,9904943844526904;0,0012335225177782573;0,00015311467319744406;5,2688335671332644e-08;0,00010804746593194581;0,9900679856827166;3,1049013627787962;34,42604112625122;not stored
312;ANN_optimized;350;Training;cm;5;0,9803492959255535;0,001954665698712308;0,00024306110089729948;1,2527976284041458e-07;0,00016699637822261814;0,9771412693172161;5,3231137503436585;16,4543240070343;not stored
313;ANN_optimized;350;Validation;cm;5;0,983528874433827;0,0012559099670843774;0,00023047760278675626;1,0263666384029464e-07;0,0001626109357242161;0,9823115852395076;4,374357784273084;16,4543240070343;not stored
314;MTN_optimized;350;Training;cm;5;0,9829325432968122;0,001986509014522273;0,0002222132534494482;1,0105638680425699e-07;0,00017513976792546447;0,9815611023092666;5,061295360500669;34,42604112625122;not stored
315;MTN_optimized;350;Validation;cm;5;0,9843807771105659;0,0010517482208312352;0,00023576609792275076;9,376291135797018e-08;0,0001908941490963035;0,9838408887896847;4,674595924012907;34,42604112625122;not stored
316;ANN_optimized;350;Training;lai;5;0,9622612884575451;3,041390448706281;0,4336441901224044;0,3314040053757671;0,35908414929884014;0,9621056406783414;10,784007263976592;16,4543240070343;not stored
317;ANN_optimized;350;Validation;lai;5;0,9745095401386908;1,2631189103448452;0,3711167933695231;0,2121263859126283;0,3164282847759132;0,9744796012517456;9,78681803350193;16,4543240070343;not stored
318;MTN_optimized;350;Training;lai;5;0,9858990777691963;1,8498918030845015;0,30188316328639964;0,15525674443094895;0,23964244306901916;0,9822471823962828;6,397068948275685;34,42604112625122;not stored
319;MTN_optimized;350;Validation;lai;5;0,9911066265999112;0,7657265320896904;0,2660149945478324;0,10572982158738373;0,23964602268745616;0,9872799077074589;6,091915035931743;34,42604112625122;not stored
320;ANN_optimized;500;Training;cab;1;0,9981092380900891;9,378811074821812;1,1005957236505528;2,5052203964202207;0,8585755834501754;0,9980995948615617;2,7986447026377843;23,77551507949829;not stored
321;ANN_optimized;500;Validation;cab;1;0,9975427862800287;11,187234207003115;1,2347753429944748;3,1742482061162405;1,0052716007395546;0,9975403773452585;2,901856775157377;23,77551507949829;not stored
322;MTN_optimized;500;Training;cab;1;0,9993761119250576;3,715557290642124;0,6477583711899951;0,8240515120503464;0,47771299435527936;0,9993748926321708;1,1719729249703355;48,3306200504303;not stored
323;MTN_optimized;500;Validation;cab;1;0,9993141836855662;4,062227366427777;0,6637143560181878;0,8881733390991502;0,46123548794959746;0,9993117830981282;1,257867592785546;48,3306200504303;not stored
324;ANN_optimized;500;Training;cw;1;0,9923016951129172;0,0013558812818214722;0,0001483690798926938;4,74142497166475e-08;0,00010745567105394441;0,9913063376796842;3,1648297701128105;23,77551507949829;not stored
325;ANN_optimized;500;Validation;cw;1;0,9930994815992726;0,0012683579401898183;0,00014742702911066122;4,593527652138293e-08;0,00011783649909559652;0,9913409710467097;3,145625810156768;23,77551507949829;not stored
326;MTN_optimized;500;Training;cw;1;0,9970671460187124;0,0008433360519543714;8,174822048613329e-05;1,6075987181521285e-08;5,762854753350519e-05;0,9970523797200823;1,6837592867966304;48,3306200504303;not stored
327;MTN_optimized;500;Validation;cw;1;0,9970156574972137;0,0008429773895970629;8,012152682308951e-05;1,5959316423358127e-08;5,8721283594672345e-05;0,9969915891783029;1,6993274337237199;48,3306200504303;not stored
328;ANN_optimized;500;Training;cm;1;0,9916217458523655;0,0010166447635165214;0,0001708729988454106;5,037500901647287e-08;0,0001441762229680687;0,9893536563798179;3,184913143302015;23,77551507949829;not stored
329;ANN_optimized;500;Validation;cm;1;0,9936659183452297;0,0011290330987767869;0,00016135223300229204;4,8351950793553364e-08;0,00012284838055756772;0,9916670190932344;2,984269133455451;23,77551507949829;not stored
330;MTN_optimized;500;Training;cm;1;0,99474062830679;0,000836094378249979;0,00010908220072197219;2,493100763143568e-08;7,909892382221588e-05;0,9947310366941106;2,1389550708965954;48,3306200504303;not stored
331;MTN_optimized;500;Validation;cm;1;0,9962992691994912;0,000890154684669785;0,0001010261265380153;2,1506803863346794e-08;7,046269998837421e-05;0,9962935148837322;1,908542347224588;48,3306200504303;not stored
332;ANN_optimized;500;Training;lai;1;0,9893266283003834;1,0502095219036818;0,22496897786536907;0,08997865960409691;0,17264917659734502;0,9892290298068653;5,054863749880971;23,77551507949829;not stored
333;ANN_optimized;500;Validation;lai;1;0,98871360759257;1,1053630585992398;0,22822159558585475;0,09390872530741769;0,17933475088441253;0,9887020744473877;5,637165754365908;23,77551507949829;not stored
334;MTN_optimized;500;Training;lai;1;0,9982707602856532;0,528763281512429;0,09545388918244792;0,01646383822010819;0,06931184192679085;0,99802918256936;2,213867297831897;48,3306200504303;not stored
335;MTN_optimized;500;Validation;lai;1;0,9979615508259254;0,5697564414537464;0,09802493586502024;0,018321222026805896;0,07398535813050167;0,9977958192722335;2,236828422268351;48,3306200504303;not stored
336;ANN_optimized;500;Training;cab;2;0,997552425999725;8,670442020678166;1,3724685709717865;3,4582037303689783;1,051983606666937;0,997305241693526;3,194014864238043;24,873621702194214;not stored
337;ANN_optimized;500;Validation;cab;2;0,9973459626275666;9,810555788769083;1,3529940306653812;3,599954670274134;1,0316149566655852;0,9972105111232362;3,5674818814426636;24,873621702194214;not stored
338;MTN_optimized;500;Training;cab;2;0,9989028551489182;9,033004633183282;1,078080507503242;1,9476410673124438;0,9334073355727668;0,9984823271405094;1,9006493466861254;47,298359394073486;not stored
339;MTN_optimized;500;Validation;cab;2;0,9991819824612252;4,996054743718091;1,0344932259274788;1,7558187323999253;0,9176404548540447;0,9986394726400069;1,9633499952566642;47,298359394073486;not stored
340;ANN_optimized;500;Training;cw;2;0,9924736911244243;0,0013416664836206202;0,00013510151439525097;4,102756610974284e-08;9,846007060763679e-05;0,9922605347897302;3,2554547912488587;24,873621702194214;not stored
341;ANN_optimized;500;Validation;cw;2;0,9918095443219755;0,00122670383954821;0,00014622622374787988;4,468273983162712e-08;0,0001085464337830023;0,9915770804659402;3,245905355071381;24,873621702194214;not stored
342;MTN_optimized;500;Training;cw;2;0,9882977545713891;0,0017585675212232442;0,00023710001477546578;1,047433560091447e-07;0,00017354341856918882;0,9802411491417432;5,040868656622999;47,298359394073486;not stored
343;MTN_optimized;500;Validation;cw;2;0,9841852377849377;0,0016850471309355543;0,000254431937105961;1,3231054747203293e-07;0,00019331383417058555;0,9750588012493469;5,296292927495339;47,298359394073486;not stored
344;ANN_optimized;500;Training;cm;2;0,9909209978593375;0,0012264685114929917;0,00015233660149633748;4,861752344795668e-08;0,00011174594039020007;0,9909163811815292;3,1168644896465163;24,873621702194214;not stored
345;ANN_optimized;500;Validation;cm;2;0,9904369860783913;0,0011720099103049927;0,00017129193946116228;5,5528443755671674e-08;0,00014242752701634624;0,990430221449098;3,42658013167582;24,873621702194214;not stored
346;MTN_optimized;500;Training;cm;2;0,9832985781429796;0,001326427876385379;0,00022579845639649835;9,558458508589414e-08;0,00017475940320998105;0,9821411319568472;4,348955627151703;47,298359394073486;not stored
347;MTN_optimized;500;Validation;cm;2;0,9800561504392504;0,0013657894261826925;0,00027019127607301046;1,2677443318768747e-07;0,0002200444336435338;0,9781516792211851;5,31218828275099;47,298359394073486;not stored
348;ANN_optimized;500;Training;lai;2;0,9896298314754436;0,9801710889998061;0,22742201433416487;0,08169798265820202;0,18780008242236002;0,9895242005965195;5,986923464928935;24,873621702194214;not stored
349;ANN_optimized;500;Validation;lai;2;0,992588204699471;0,7372489795770765;0,2011289381511424;0,06163188292055153;0,18193689769586108;0,9925852212068231;5,657118166372232;24,873621702194214;not stored
350;MTN_optimized;500;Training;lai;2;0,9950604224870857;0,9624489955168958;0,16269761678001377;0,04837924610281875;0,11024287352503759;0,9937965264138151;3,4261757305531515;47,298359394073486;not stored
351;MTN_optimized;500;Validation;lai;2;0,9950496167910217;0,7018718055284534;0,15514900907902876;0,046125744010898126;0,1093112297550265;0,994450726275029;3,6309227139156035;47,298359394073486;not stored
352;ANN_optimized;500;Training;cab;3;0,9926568243128714;13,627307813228754;2,879106104898852;12,325605877906112;2,6626038120095643;0,9901577744592627;5,829757963302501;24,161781787872314;not stored
353;ANN_optimized;500;Validation;cab;3;0,9939175396605426;10,105263992159365;2,7392026572817345;11,14761798981192;2,3690714232385055;0,9913620700166693;4,617287894333819;24,161781787872314;not stored
354;MTN_optimized;500;Training;cab;3;0,9982491460096383;8,218952100338129;1,060025009401256;2,246919386682348;0,7482181937940817;0,9982057930786815;2,0995396440502136;48,948564291000366;not stored
355;MTN_optimized;500;Validation;cab;3;0,9984551798175924;6,8532269438195215;1,0744475146882753;2,129151345343763;0,7757950157973177;0,9983501892277075;2,036875798651768;48,948564291000366;not stored
356;ANN_optimized;500;Training;cw;3;0,9929436660993616;0,0009333039315525;0,00014192689907218967;3,7590652144633077e-08;0,00010607689697837534;0,9927503501416934;2,772156177679251;24,161781787872314;not stored
357;ANN_optimized;500;Validation;cw;3;0,9926962235509894;0,0009878636041509904;0,0001471353548553169;4,046695245904112e-08;0,00011923128448713396;0,9923717774327288;3,101645976892482;24,161781787872314;not stored
358;MTN_optimized;500;Training;cw;3;0,9913207068430216;0,001147348489126193;0,00015722457364930655;4,634310275966258e-08;0,00011969465489462166;0,9910623719146346;3,0490401639484137;48,948564291000366;not stored
359;MTN_optimized;500;Validation;cw;3;0,9888866791206706;0,0011055071076231993;0,0001714299549178481;5,900693082205439e-08;0,00011417758084579684;0,9888768989516125;3,647639560729765;48,948564291000366;not stored
360;ANN_optimized;500;Training;cm;3;0,9921359891453748;0,0010261104781398717;0,00015039869414192636;4,400349340986458e-08;0,00011425850555768567;0,991781791471586;3,2179073093201254;24,161781787872314;not stored
361;ANN_optimized;500;Validation;cm;3;0,9927966665524206;0,0007429784711794549;0,00016605583563146097;4,338760308617026e-08;0,0001317160720555096;0,9925225753630692;3,4873512833123255;24,161781787872314;not stored
362;MTN_optimized;500;Training;cm;3;0,985881167372374;0,0020768332634339276;0,00021461361749405158;9,220753514611915e-08;0,00015995597030440002;0,9827790774549733;4,620409120370413;48,948564291000366;not stored
363;MTN_optimized;500;Validation;cm;3;0,9866666126369508;0,0010913435646047048;0,0002228426569001235;8,574600812786233e-08;0,00017372376803882978;0,9852225228386006;4,385559168877493;48,948564291000366;not stored
364;ANN_optimized;500;Training;lai;3;0,9873671623866739;1,015254495126463;0,30529039181625434;0,14586758538709899;0,2601078629378246;0,9828458543418273;6,580184921723949;24,161781787872314;not stored
365;ANN_optimized;500;Validation;lai;3;0,9867621917446747;0,9244216451636751;0,2910419884303247;0,13420371308309023;0,23809696015371173;0,9838542845264546;6,949791506280567;24,161781787872314;not stored
